segment_id,source_doc,text,gold_entities_raw,gold_entities_parsed,gold_entities_current_evaluator_parse,gold_parse_format,combined_entities_raw,combined_entities_parsed,D_entities_raw,D_entities_parsed,R6_entities_raw,R6_entities_parsed,current_combined_entity_jaccard,current_D_entity_jaccard,current_R6_entity_jaccard,combined_lowercase_trim_jaccard,D_lowercase_trim_jaccard,R6_lowercase_trim_jaccard,combined_punctuation_stripped_jaccard,D_punctuation_stripped_jaccard,R6_punctuation_stripped_jaccard,combined_alias_candidate_jaccard,D_alias_candidate_jaccard,R6_alias_candidate_jaccard,gold_only_entities,predicted_only_entities,mismatch_bucket
TB046,TB_DOC_08_lawbrief_disclosure_tracker,The system must not decide privilege or waive confidentiality; it can only flag that a qualified reviewer is needed.,"[""privilege"", ""confidentiality"", ""qualified reviewer""]",confidentiality; privilege; qualified reviewer,"[""privilege"", ""confidentiality"", ""qualified reviewer""]",json_list,human review,human review,human review,human review,human review,human review,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,confidentiality; privilege; qualified reviewer,human review,delimiter_format_mismatch
TB047,TB_DOC_08_lawbrief_disclosure_tracker,"A note saying the client found a contract draft on an old laptop should route to evidence collection, not automatically to privilege review.","[""client"", ""contract draft"", ""old laptop"", ""evidence collection"", ""privilege review""]",client; contract draft; evidence collection; old laptop; privilege review,"[""client"", ""contract draft"", ""old laptop"", ""evidence collection"", ""privilege review""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,client; contract draft; evidence collection; old laptop; privilege review,,empty_prediction_entities
TB048,TB_DOC_08_lawbrief_disclosure_tracker,"Build the blind corpus from new neutral case summaries, not from prior gold examples or training snippets.","[""blind corpus"", ""case summaries"", ""gold examples"", ""training snippets""]",blind corpus; case summaries; gold examples; training snippets,"[""blind corpus"", ""case summaries"", ""gold examples"", ""training snippets""]",json_list,benchmark,benchmark,benchmark,benchmark,benchmark,benchmark,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,blind corpus; case summaries; gold examples; training snippets,benchmark,delimiter_format_mismatch
TB049,TB_DOC_09_roboinspect_factory_checks,"RoboInspect routes factory inspection notes into defect type, machine owner, safety class, downtime risk, and repair priority.","[""RoboInspect"", ""factory inspection notes"", ""defect type"", ""machine owner"", ""safety class"", ""downtime risk"", ""repair priority""]",defect type; downtime risk; factory inspection notes; machine owner; repair priority; RoboInspect; safety class,"[""RoboInspect"", ""factory inspection notes"", ""defect type"", ""machine owner"", ""safety class"", ""downtime risk"", ""repair priority""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,defect type; downtime risk; factory inspection notes; machine owner; repair priority; RoboInspect; safety class,,empty_prediction_entities
TB050,TB_DOC_09_roboinspect_factory_checks,"Operators write short notes during shift change, and the same phrase can mean a cosmetic defect or a safety-critical fault depending on the line.","[""operators"", ""shift change"", ""cosmetic defect"", ""safety-critical fault"", ""line""]",cosmetic defect; line; operators; safety-critical fault; shift change,"[""operators"", ""shift change"", ""cosmetic defect"", ""safety-critical fault"", ""line""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,cosmetic defect; line; operators; safety-critical fault; shift change,,empty_prediction_entities
TB051,TB_DOC_09_roboinspect_factory_checks,"Each note should be paired with machine ID, station, observed symptom, recurrence, and whether production must stop.","[""machine ID"", ""station"", ""observed symptom"", ""recurrence"", ""production stop""]",machine ID; observed symptom; production stop; recurrence; station,"[""machine ID"", ""station"", ""observed symptom"", ""recurrence"", ""production stop""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,machine ID; observed symptom; production stop; recurrence; station,,empty_prediction_entities
TB052,TB_DOC_09_roboinspect_factory_checks,Add a calibration rule that treats repeated minor vibration notes as escalating risk after the third occurrence in seven days.,"[""calibration rule"", ""minor vibration notes"", ""escalating risk"", ""third occurrence"", ""seven days""]",calibration rule; escalating risk; minor vibration notes; seven days; third occurrence,"[""calibration rule"", ""minor vibration notes"", ""escalating risk"", ""third occurrence"", ""seven days""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calibration rule; escalating risk; minor vibration notes; seven days; third occurrence,,empty_prediction_entities
TB053,TB_DOC_09_roboinspect_factory_checks,The previous review showed that the route classifier overused the downtime label when the note mentioned a spare part.,"[""review"", ""route classifier"", ""downtime label"", ""spare part""]",downtime label; review; route classifier; spare part,"[""review"", ""route classifier"", ""downtime label"", ""spare part""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,downtime label; review; route classifier; spare part,,empty_prediction_entities
TB054,TB_DOC_09_roboinspect_factory_checks,Do not escalate a fault if the note explicitly says the machine is isolated for planned maintenance.,"[""fault"", ""machine"", ""planned maintenance""]",fault; machine; planned maintenance,"[""fault"", ""machine"", ""planned maintenance""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,fault; machine; planned maintenance,,empty_prediction_entities
TB055,TB_DOC_10_greenledger_supplier_risk,"GreenLedger maps supplier notes into carbon evidence, labour-risk concern, certification status, data gap, or remediation action.","[""GreenLedger"", ""supplier notes"", ""carbon evidence"", ""labour-risk concern"", ""certification status"", ""data gap"", ""remediation action""]",carbon evidence; certification status; data gap; GreenLedger; labour-risk concern; remediation action; supplier notes,"[""GreenLedger"", ""supplier notes"", ""carbon evidence"", ""labour-risk concern"", ""certification status"", ""data gap"", ""remediation action""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,carbon evidence; certification status; data gap; GreenLedger; labour-risk concern; remediation action; supplier notes,,empty_prediction_entities
TB056,TB_DOC_10_greenledger_supplier_risk,Procurement teams often record a supplier's claim without noting whether the claim has been verified by a document.,"[""procurement teams"", ""supplier claim"", ""verified document""]",procurement teams; supplier claim; verified document,"[""procurement teams"", ""supplier claim"", ""verified document""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,procurement teams; supplier claim; verified document,,empty_prediction_entities
TB057,TB_DOC_10_greenledger_supplier_risk,"Extract the claim, evidence source, verification level, due date, and whether the route requires audit, supplier follow-up, or internal approval.","[""claim"", ""evidence source"", ""verification level"", ""due date"", ""audit"", ""supplier follow-up"", ""internal approval""]",audit; claim; due date; evidence source; internal approval; supplier follow-up; verification level,"[""claim"", ""evidence source"", ""verification level"", ""due date"", ""audit"", ""supplier follow-up"", ""internal approval""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,audit; claim; due date; evidence source; internal approval; supplier follow-up; verification level,,empty_prediction_entities
TB058,TB_DOC_10_greenledger_supplier_risk,Do not treat a marketing brochure as certification unless a named standard and certificate number are present.,"[""marketing brochure"", ""certification"", ""standard"", ""certificate number""]",certificate number; certification; marketing brochure; standard,"[""marketing brochure"", ""certification"", ""standard"", ""certificate number""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,certificate number; certification; marketing brochure; standard,,empty_prediction_entities
TB059,TB_DOC_10_greenledger_supplier_risk,The first pass improved data-gap detection but missed cases where the supplier gave a certificate that had expired.,"[""first pass"", ""data-gap detection"", ""supplier"", ""expired certificate""]",data-gap detection; expired certificate; first pass; supplier,"[""first pass"", ""data-gap detection"", ""supplier"", ""expired certificate""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,data-gap detection; expired certificate; first pass; supplier,,empty_prediction_entities
TB060,TB_DOC_10_greenledger_supplier_risk,Create a fresh blind batch from suppliers outside the original pilot sectors before changing the production scoring threshold.,"[""fresh blind batch"", ""suppliers"", ""pilot sectors"", ""production scoring threshold""]",fresh blind batch; pilot sectors; production scoring threshold; suppliers,"[""fresh blind batch"", ""suppliers"", ""pilot sectors"", ""production scoring threshold""]",json_list,evaluation,evaluation,evaluation,evaluation,evaluation,evaluation,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,fresh blind batch; pilot sectors; production scoring threshold; suppliers,evaluation,delimiter_format_mismatch
TB061,TB_DOC_11_eventmesh_incident_queue,"EventMesh routes live-event incident notes into crowd flow, medical support, access control, technical fault, or steward deployment.","[""EventMesh"", ""live-event incident notes"", ""crowd flow"", ""medical support"", ""access control"", ""technical fault"", ""steward deployment""]",access control; crowd flow; EventMesh; live-event incident notes; medical support; steward deployment; technical fault,"[""EventMesh"", ""live-event incident notes"", ""crowd flow"", ""medical support"", ""access control"", ""technical fault"", ""steward deployment""]",json_list,controls,controls,controls,controls,controls,controls,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,access control; crowd flow; EventMesh; live-event incident notes; medical support; steward deployment; technical fault,controls,delimiter_format_mismatch
TB062,TB_DOC_11_eventmesh_incident_queue,"During a busy event, radio messages are brief and often omit whether the issue is already handled or still needs action.","[""busy event"", ""radio messages"", ""issue"", ""action""]",action; busy event; issue; radio messages,"[""busy event"", ""radio messages"", ""issue"", ""action""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,action; busy event; issue; radio messages,,empty_prediction_entities
TB063,TB_DOC_11_eventmesh_incident_queue,"The route should extract zone, incident type, urgency, current owner, and whether the note closes or opens an incident.","[""zone"", ""incident type"", ""urgency"", ""current owner"", ""incident""]",current owner; incident; incident type; urgency; zone,"[""zone"", ""incident type"", ""urgency"", ""current owner"", ""incident""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,current owner; incident; incident type; urgency; zone,,empty_prediction_entities
TB064,TB_DOC_11_eventmesh_incident_queue,A note saying Gate C scanner offline with queue building should route to both technical fault and crowd-flow monitoring.,"[""Gate C"", ""scanner"", ""queue"", ""technical fault"", ""crowd-flow monitoring""]",crowd-flow monitoring; Gate C; queue; scanner; technical fault,"[""Gate C"", ""scanner"", ""queue"", ""technical fault"", ""crowd-flow monitoring""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,crowd-flow monitoring; Gate C; queue; scanner; technical fault,,empty_prediction_entities
TB065,TB_DOC_11_eventmesh_incident_queue,The system must not down-rank a medical note because the text is short; medical keywords should preserve priority until reviewed.,"[""medical note"", ""medical keywords"", ""priority"", ""review""]",medical keywords; medical note; priority; review,"[""medical note"", ""medical keywords"", ""priority"", ""review""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,medical keywords; medical note; priority; review,,empty_prediction_entities
TB066,TB_DOC_11_eventmesh_incident_queue,Test the model on a blind set from a different venue so venue-specific language does not inflate scores.,"[""model"", ""blind set"", ""venue"", ""venue-specific language"", ""scores""]",blind set; model; scores; venue; venue-specific language,"[""model"", ""blind set"", ""venue"", ""venue-specific language"", ""scores""]",json_list,evaluation,evaluation,evaluation,evaluation,evaluation,evaluation,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.200000,0.200000,blind set; model; scores; venue; venue-specific language,evaluation,singular_plural_or_alias_mismatch
TB067,TB_DOC_12_heritagevault_catalogue_routes,"HeritageVault routes museum catalogue notes into provenance gap, conservation risk, digitisation need, loan restriction, or research lead.","[""HeritageVault"", ""museum catalogue notes"", ""provenance gap"", ""conservation risk"", ""digitisation need"", ""loan restriction"", ""research lead""]",conservation risk; digitisation need; HeritageVault; loan restriction; museum catalogue notes; provenance gap; research lead,"[""HeritageVault"", ""museum catalogue notes"", ""provenance gap"", ""conservation risk"", ""digitisation need"", ""loan restriction"", ""research lead""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,conservation risk; digitisation need; HeritageVault; loan restriction; museum catalogue notes; provenance gap; research lead,,empty_prediction_entities
TB068,TB_DOC_12_heritagevault_catalogue_routes,"Curators use descriptive language that may contain a condition concern, a historical claim, and a display recommendation in one note.","[""curators"", ""condition concern"", ""historical claim"", ""display recommendation""]",condition concern; curators; display recommendation; historical claim,"[""curators"", ""condition concern"", ""historical claim"", ""display recommendation""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,condition concern; curators; display recommendation; historical claim,,empty_prediction_entities
TB069,TB_DOC_12_heritagevault_catalogue_routes,"For each note, extract object identifier, material, risk phrase, evidence phrase, workflow route, and whether specialist review is required.","[""object identifier"", ""material"", ""risk phrase"", ""evidence phrase"", ""workflow route"", ""specialist review""]",evidence phrase; material; object identifier; risk phrase; specialist review; workflow route,"[""object identifier"", ""material"", ""risk phrase"", ""evidence phrase"", ""workflow route"", ""specialist review""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,evidence phrase; material; object identifier; risk phrase; specialist review; workflow route,,empty_prediction_entities
TB070,TB_DOC_12_heritagevault_catalogue_routes,"If a note only says the item resembles another piece, do not route it as confirmed provenance evidence.","[""item"", ""another piece"", ""provenance evidence""]",another piece; item; provenance evidence,"[""item"", ""another piece"", ""provenance evidence""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,another piece; item; provenance evidence,,empty_prediction_entities
TB071,TB_DOC_12_heritagevault_catalogue_routes,A trial on new catalogue descriptions found strong detection of digitisation needs but weak separation between research lead and provenance gap.,"[""trial"", ""catalogue descriptions"", ""digitisation needs"", ""research lead"", ""provenance gap""]",catalogue descriptions; digitisation needs; provenance gap; research lead; trial,"[""trial"", ""catalogue descriptions"", ""digitisation needs"", ""research lead"", ""provenance gap""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,catalogue descriptions; digitisation needs; provenance gap; research lead; trial,,empty_prediction_entities
TB072,TB_DOC_12_heritagevault_catalogue_routes,Run the next evaluation on newly written catalogue notes and freeze predictions before the curator fills the gold labels.,"[""evaluation"", ""catalogue notes"", ""predictions"", ""curator"", ""gold labels""]",catalogue notes; curator; evaluation; gold labels; predictions,"[""evaluation"", ""catalogue notes"", ""predictions"", ""curator"", ""gold labels""]",json_list,evaluation; gold labels,evaluation; gold labels,evaluation; gold labels,evaluation; gold labels,evaluation; gold labels,evaluation; gold labels,0.000000,0.000000,0.000000,0.400000,0.400000,0.400000,0.400000,0.400000,0.400000,0.400000,0.400000,0.400000,catalogue notes; curator; predictions,,singular_plural_or_alias_mismatch
