segment_id,gold_role,combined_role,D_role,R6_role,combined_role_correct,D_role_correct,R6_role_correct,combined_coarse3_correct,D_coarse3_correct,R6_coarse3_correct,gold_entities,combined_entities,D_entities,R6_entities,combined_entity_jaccard,D_entity_jaccard,R6_entity_jaccard,combined_entity_exact,D_entity_exact,R6_entity_exact,gold_status,combined_status,D_status,R6_status,combined_status_correct,D_status_correct,R6_status_correct,gold_relation,combined_relation,D_relation,R6_relation,combined_relation_correct,D_relation_correct,R6_relation_correct,gold_answer,combined_answer,D_answer,R6_answer,combined_answer_correct,D_answer_correct,R6_answer_correct,combined_strict_correct,D_strict_correct,R6_strict_correct,combined_relaxed_1_correct,D_relaxed_1_correct,R6_relaxed_1_correct,combined_relaxed_2_correct,D_relaxed_2_correct,R6_relaxed_2_correct,combined_relaxed_3_correct,D_relaxed_3_correct,R6_relaxed_3_correct,outcome_bucket,strict_blockers_for_R6
DOC0005_S0009,NEXT_STEP,NEXT_STEP,CLAIM,CLAIM,YES,NO,NO,YES,YES,YES,Google SAIF; RouteMap; AI risk,controls; RouteMap,controls; RouteMap,controls; RouteMap,0.250000,0.250000,0.250000,NO,NO,NO,ACTIVE,ACTIVE,ACTIVE,ACTIVE,YES,YES,YES,proposes_next_test,proposes_next_test,asserts,proposes_next_test,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,multi_field_blocks_R6,role; entity; multiple
DOC0001_S0003,BACKGROUND,BACKGROUND,BACKGROUND,BACKGROUND,YES,YES,YES,YES,YES,YES,NIST AI RMF; risk management; AI risk; AI systems,AI risk management; risk management,AI risk management; risk management,AI risk management; risk management,0.200000,0.200000,0.200000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,sets_context,sets_context,sets_context,sets_context,YES,YES,YES,MAYBE,MAYBE,MAYBE,MAYBE,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,entity_blocks_R6,entity
DOC0010_S0001,BACKGROUND,BACKGROUND,BACKGROUND,BACKGROUND,YES,YES,YES,YES,YES,YES,agent memory; long-context systems,agent memory,agent memory,agent memory,0.500000,0.500000,0.500000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,sets_context,sets_context,sets_context,sets_context,YES,YES,YES,NO,MAYBE,MAYBE,MAYBE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,multi_field_blocks_R6,entity; answer; multiple
DOC0006_S0006,METHOD,METHOD,BACKGROUND,METHOD,YES,NO,YES,YES,NO,YES,Microsoft Responsible AI Standard; responsible AI; AI risk; monitoring; human oversight,controls; governance,controls; governance,controls; governance,0.000000,0.000000,0.000000,NO,NO,NO,ACTIVE,ACTIVE,DESCRIPTIVE,ACTIVE,YES,NO,YES,recommends,recommends,sets_context,recommends,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_success,entity
DOC0006_S0001,BACKGROUND,BACKGROUND,BACKGROUND,BACKGROUND,YES,YES,YES,YES,YES,YES,Microsoft Responsible AI Standard; responsible AI,,,,0.000000,0.000000,0.000000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,sets_context,sets_context,sets_context,sets_context,YES,YES,YES,NO,MAYBE,MAYBE,MAYBE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,multi_field_blocks_R6,entity; answer; multiple
DOC0003_S0001,BACKGROUND,BACKGROUND,BACKGROUND,BACKGROUND,YES,YES,YES,YES,YES,YES,OWASP LLM Top 10,,,,0.000000,0.000000,0.000000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,sets_context,sets_context,sets_context,sets_context,YES,YES,YES,NO,MAYBE,MAYBE,MAYBE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,multi_field_blocks_R6,entity; answer; multiple
DOC0008_S0003,BACKGROUND,BACKGROUND,BACKGROUND,BACKGROUND,YES,YES,YES,YES,YES,YES,EU AI Act; high-risk AI; AI risk; AI systems,,,,0.000000,0.000000,0.000000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,sets_context,sets_context,sets_context,sets_context,YES,YES,YES,MAYBE,MAYBE,MAYBE,MAYBE,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,entity_blocks_R6,entity
DOC0003_S0004,DEFINE,DEFINE,BACKGROUND,DEFINE,YES,NO,YES,YES,NO,YES,OWASP LLM Top 10; tool risk; AI risk; model behavior; data,,,,0.000000,0.000000,0.000000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,defines,defines,sets_context,defines,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_success,entity
DOC0002_S0010,RESULT,RESULT,BACKGROUND,RESULT,YES,NO,YES,YES,NO,YES,NCSC secure AI guidance; retrieval,retrieval,retrieval,retrieval,0.500000,0.500000,0.500000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,supports_retrieval,reports_usefulness,sets_context,reports_usefulness,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,R6_preserves_combined_relaxed3,entity; relation; multiple
DOC0006_S0007,RESULT,RESULT,BACKGROUND,RESULT,YES,NO,YES,YES,NO,YES,Microsoft Responsible AI Standard; RouteMap,RouteMap,RouteMap,RouteMap,0.500000,0.500000,0.500000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,reports_usefulness,reports_usefulness,sets_context,reports_usefulness,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,R6_preserves_combined_relaxed3,entity
DOC0007_S0009,EXAMPLE,EXAMPLE,BACKGROUND,EXAMPLE,YES,NO,YES,YES,NO,YES,CISA AI roadmap,RouteMap; RouteMap segment,RouteMap; RouteMap segment,RouteMap; RouteMap segment,0.000000,0.000000,0.000000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,gives_example,gives_example,sets_context,gives_example,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_success,entity
DOC0010_S0006,METHOD,METHOD,BACKGROUND,METHOD,YES,NO,YES,YES,NO,YES,agent memory,RouteMap; source context,RouteMap; source context,RouteMap; source context,0.000000,0.000000,0.000000,NO,NO,NO,ACTIVE,ACTIVE,DESCRIPTIVE,ACTIVE,YES,NO,YES,recommends,recommends,sets_context,recommends,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_success,entity
DOC0001_S0005,CLAIM,CLAIM,BACKGROUND,CLAIM,YES,NO,YES,YES,NO,YES,NIST AI RMF; AI risk; monitoring; model behavior; data,,,,0.000000,0.000000,0.000000,NO,NO,NO,ACTIVE,ACTIVE,DESCRIPTIVE,ACTIVE,YES,NO,YES,asserts,asserts,sets_context,asserts,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_success,entity
DOC0004_S0006,METHOD,METHOD,BACKGROUND,METHOD,YES,NO,YES,YES,NO,YES,ICO AI guidance; data protection; fairness; transparency; data,data protection; governance,data protection; governance,data protection; governance,0.166667,0.166667,0.166667,NO,NO,NO,ACTIVE,ACTIVE,DESCRIPTIVE,ACTIVE,YES,NO,YES,recommends,recommends,sets_context,recommends,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_success,entity
DOC0005_S0001,BACKGROUND,BACKGROUND,BACKGROUND,BACKGROUND,YES,YES,YES,YES,YES,YES,Google SAIF,secure AI development,secure AI development,secure AI development,0.000000,0.000000,0.000000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,sets_context,sets_context,sets_context,sets_context,YES,YES,YES,NO,MAYBE,MAYBE,MAYBE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,multi_field_blocks_R6,entity; answer; multiple
DOC0001_S0004,DEFINE,DEFINE,BACKGROUND,DEFINE,YES,NO,YES,YES,NO,YES,NIST AI RMF; risk management; AI risk,AI risk management; risk management,AI risk management; risk management,AI risk management; risk management,0.250000,0.250000,0.250000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,defines,defines,sets_context,defines,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_success,entity
DOC0010_S0008,LIMITATION,LIMITATION,BACKGROUND,LIMITATION,YES,NO,YES,YES,NO,YES,retrieval; agent memory,retrieval,retrieval,retrieval,0.500000,0.500000,0.500000,NO,NO,NO,LIMITED,LIMITED,DESCRIPTIVE,LIMITED,YES,NO,YES,warns_about,limits,sets_context,limits,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,R6_preserves_combined_relaxed3,entity; relation; multiple
DOC0008_S0005,CLAIM,CLAIM,BACKGROUND,CLAIM,YES,NO,YES,YES,NO,YES,risk management; AI risk; AI systems,risk management,risk management,risk management,0.333333,0.333333,0.333333,NO,NO,NO,ACTIVE,ACTIVE,DESCRIPTIVE,ACTIVE,YES,NO,YES,asserts,asserts,sets_context,asserts,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_success,entity
DOC0007_S0004,CLAIM,CLAIM,LIMITATION,CLAIM,YES,NO,YES,YES,NO,YES,CISA AI roadmap,,,,0.000000,0.000000,0.000000,NO,NO,NO,ACTIVE,ACTIVE,DESCRIPTIVE,ACTIVE,YES,NO,YES,asserts,asserts,limits,asserts,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_success,entity
DOC0008_S0010,RESULT,RESULT,BACKGROUND,RESULT,YES,NO,YES,YES,NO,YES,AI risk,RouteMap; RouteMap segment,RouteMap; RouteMap segment,RouteMap; RouteMap segment,0.000000,0.000000,0.000000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,reports_usefulness,reports_usefulness,sets_context,reports_usefulness,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_success,entity
DOC0004_S0004,DEFINE,DEFINE,BACKGROUND,DEFINE,YES,NO,YES,YES,NO,YES,ICO AI guidance; data,data protection,data protection,data protection,0.000000,0.000000,0.000000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,defines,defines,sets_context,defines,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_success,entity
DOC0009_S0005,METHOD,METHOD,BACKGROUND,METHOD,YES,NO,YES,YES,NO,YES,benchmark; model behavior,benchmark; evaluation; RouteMap; RouteMap segment,benchmark; evaluation; RouteMap; RouteMap segment,benchmark; evaluation; RouteMap; RouteMap segment,0.200000,0.200000,0.200000,NO,NO,NO,ACTIVE,ACTIVE,DESCRIPTIVE,ACTIVE,YES,NO,YES,recommends,recommends,sets_context,recommends,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_success,entity
DOC0004_S0002,BACKGROUND,BACKGROUND,BACKGROUND,BACKGROUND,YES,YES,YES,YES,YES,YES,ICO AI guidance; RouteMap; benchmark; data,benchmark; data protection; RouteMap,benchmark; data protection; RouteMap,benchmark; data protection; RouteMap,0.400000,0.400000,0.400000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,sets_context,sets_context,sets_context,sets_context,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,entity_blocks_R6,entity
DOC0007_S0007,RESULT,RESULT,BACKGROUND,RESULT,YES,NO,YES,YES,NO,YES,CISA AI roadmap,RouteMap; RouteMap segment,RouteMap; RouteMap segment,RouteMap; RouteMap segment,0.000000,0.000000,0.000000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,reports_usefulness,reports_usefulness,sets_context,reports_usefulness,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_success,entity
DOC0005_S0003,BACKGROUND,BACKGROUND,BACKGROUND,BACKGROUND,YES,YES,YES,YES,YES,YES,data protection; Google SAIF; AI risk; AI systems; model behavior,privacy,privacy,privacy,0.000000,0.000000,0.000000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,sets_context,sets_context,sets_context,sets_context,YES,YES,YES,MAYBE,MAYBE,MAYBE,MAYBE,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,entity_blocks_R6,entity
DOC0003_S0008,LIMITATION,LIMITATION,BACKGROUND,LIMITATION,YES,NO,YES,YES,NO,YES,OWASP LLM Top 10; model behavior,,,,0.000000,0.000000,0.000000,NO,NO,NO,NEGATED,LIMITED,DESCRIPTIVE,LIMITED,NO,NO,NO,limits,limits,sets_context,limits,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_success,entity; status; multiple
DOC0008_S0002,BACKGROUND,BACKGROUND,BACKGROUND,BACKGROUND,YES,YES,YES,YES,YES,YES,RouteMap; AI risk; benchmark; data,benchmark; RouteMap,benchmark; RouteMap,benchmark; RouteMap,0.500000,0.500000,0.500000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,sets_context,sets_context,sets_context,sets_context,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,entity_blocks_R6,entity
DOC0010_S0007,RESULT,RESULT,BACKGROUND,RESULT,YES,NO,YES,YES,NO,YES,agent memory,,,,0.000000,0.000000,0.000000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,reports_usefulness,reports_usefulness,sets_context,reports_usefulness,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_success,entity
DOC0001_S0008,RESULT,RESULT,DEFINE,DEFINE,YES,NO,NO,YES,YES,YES,NIST AI RMF; RouteMap; governance,controls; governance; RouteMap,controls; governance; RouteMap,controls; governance; RouteMap,0.500000,0.500000,0.500000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,reports_usefulness,reports_usefulness,defines,reports_usefulness,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,multi_field_blocks_R6,role; entity; multiple
DOC0005_S0005,CLAIM,CLAIM,CLAIM,CLAIM,YES,YES,YES,YES,YES,YES,Google SAIF; tool risk; model behavior; data,,,,0.000000,0.000000,0.000000,NO,NO,NO,ACTIVE,ACTIVE,ACTIVE,ACTIVE,YES,YES,YES,asserts,asserts,asserts,asserts,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,entity_blocks_R6,entity
DOC0007_S0002,BACKGROUND,BACKGROUND,BACKGROUND,BACKGROUND,YES,YES,YES,YES,YES,YES,CISA AI roadmap; AI roadmap; risk management; AI risk,risk management,risk management,risk management,0.250000,0.250000,0.250000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,sets_context,sets_context,sets_context,sets_context,YES,YES,YES,MAYBE,MAYBE,MAYBE,MAYBE,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,entity_blocks_R6,entity
DOC0002_S0006,CLAIM,CLAIM,LIMITATION,CLAIM,YES,NO,YES,YES,NO,YES,NCSC secure AI guidance; AI systems; monitoring; transparency,,,,0.000000,0.000000,0.000000,NO,NO,NO,NEGATED,NEGATED,ACTIVE,NEGATED,YES,NO,YES,asserts,asserts,limits,asserts,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_success,entity
DOC0002_S0007,EXAMPLE,EXAMPLE,BACKGROUND,EXAMPLE,YES,NO,YES,YES,NO,YES,NCSC secure AI guidance; monitoring,incident response,incident response,incident response,0.000000,0.000000,0.000000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,gives_example,gives_example,sets_context,gives_example,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_success,entity
DOC0010_S0009,NEXT_STEP,NEXT_STEP,METHOD,METHOD,YES,NO,NO,YES,YES,YES,retrieval; agent memory,retrieval,retrieval,retrieval,0.500000,0.500000,0.500000,NO,NO,NO,ACTIVE,ACTIVE,DESCRIPTIVE,ACTIVE,YES,NO,YES,proposes_next_test,proposes_next_test,recommends,proposes_next_test,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,multi_field_blocks_R6,role; entity; multiple
DOC0004_S0008,EXAMPLE,EXAMPLE,LIMITATION,EXAMPLE,YES,NO,YES,YES,NO,YES,ICO AI guidance; data protection; model behavior; data,privacy,privacy,privacy,0.000000,0.000000,0.000000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,gives_example,gives_example,limits,gives_example,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_success,entity
DOC0003_S0010,RESULT,RESULT,BACKGROUND,RESULT,YES,NO,YES,YES,NO,YES,OWASP LLM Top 10,,,,0.000000,0.000000,0.000000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,reports_usefulness,reports_usefulness,sets_context,reports_usefulness,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_success,entity
DOC0009_S0001,BACKGROUND,BACKGROUND,BACKGROUND,BACKGROUND,YES,YES,YES,YES,YES,YES,RouteMap; benchmark,benchmark; route extraction; RouteMap,benchmark; route extraction; RouteMap,benchmark; route extraction; RouteMap,0.666667,0.666667,0.666667,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,sets_context,sets_context,sets_context,sets_context,YES,YES,YES,NO,MAYBE,MAYBE,MAYBE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,multi_field_blocks_R6,entity; answer; multiple
DOC0005_S0006,METHOD,METHOD,BACKGROUND,METHOD,YES,NO,YES,YES,NO,YES,Google SAIF; AI risk; model behavior,controls,controls,controls,0.000000,0.000000,0.000000,NO,NO,NO,ACTIVE,ACTIVE,DESCRIPTIVE,ACTIVE,YES,NO,YES,maps_to,recommends,sets_context,recommends,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_success,entity; relation; multiple
DOC0008_S0007,LIMITATION,LIMITATION,BACKGROUND,LIMITATION,YES,NO,YES,YES,NO,YES,risk management; AI risk,risk management,risk management,risk management,0.500000,0.500000,0.500000,NO,NO,NO,NEGATED,NEGATED,DESCRIPTIVE,NEGATED,YES,NO,YES,limits,limits,sets_context,limits,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,R6_preserves_combined_relaxed3,entity
DOC0009_S0010,EXAMPLE,EXAMPLE,BACKGROUND,EXAMPLE,YES,NO,YES,YES,NO,YES,benchmark,benchmark; RouteMap; RouteMap segment,benchmark; RouteMap; RouteMap segment,benchmark; RouteMap; RouteMap segment,0.333333,0.333333,0.333333,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,gives_example,gives_example,sets_context,gives_example,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_success,entity
DOC0006_S0002,BACKGROUND,BACKGROUND,BACKGROUND,BACKGROUND,YES,YES,YES,YES,YES,YES,Microsoft Responsible AI Standard; RouteMap; benchmark; data,benchmark; RouteMap,benchmark; RouteMap,benchmark; RouteMap,0.500000,0.500000,0.500000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,sets_context,sets_context,sets_context,sets_context,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,entity_blocks_R6,entity
DOC0008_S0001,BACKGROUND,BACKGROUND,BACKGROUND,BACKGROUND,YES,YES,YES,YES,YES,YES,EU AI Act; risk management; AI risk,risk management,risk management,risk management,0.333333,0.333333,0.333333,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,sets_context,sets_context,sets_context,sets_context,YES,YES,YES,NO,MAYBE,MAYBE,MAYBE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,multi_field_blocks_R6,entity; answer; multiple
DOC0005_S0010,RESULT,RESULT,BACKGROUND,RESULT,YES,NO,YES,YES,NO,YES,Google SAIF; retrieval,controls; retrieval,controls; retrieval,controls; retrieval,0.333333,0.333333,0.333333,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,supports_retrieval,reports_usefulness,sets_context,reports_usefulness,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_success,entity; relation; multiple
DOC0007_S0008,NEXT_STEP,NEXT_STEP,CLAIM,CLAIM,YES,NO,NO,YES,YES,YES,CISA AI roadmap; RouteMap; AI risk,RouteMap,RouteMap,RouteMap,0.333333,0.333333,0.333333,NO,NO,NO,ACTIVE,ACTIVE,ACTIVE,ACTIVE,YES,YES,YES,proposes_next_test,proposes_next_test,asserts,proposes_next_test,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,multi_field_blocks_R6,role; entity; multiple
DOC0002_S0005,METHOD,METHOD,BACKGROUND,METHOD,YES,NO,YES,YES,NO,YES,NCSC secure AI guidance,,,,0.000000,0.000000,0.000000,NO,NO,NO,ACTIVE,ACTIVE,DESCRIPTIVE,ACTIVE,YES,NO,YES,recommends,recommends,sets_context,recommends,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_success,entity
DOC0003_S0006,METHOD,METHOD,BACKGROUND,METHOD,YES,NO,YES,YES,NO,YES,OWASP LLM Top 10; prompt injection; tool risk; AI risk; data,LLM application security; secure AI development,LLM application security; secure AI development,LLM application security; secure AI development,0.200000,0.200000,0.200000,NO,NO,NO,ACTIVE,ACTIVE,DESCRIPTIVE,ACTIVE,YES,NO,YES,recommends,recommends,sets_context,recommends,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_success,entity
DOC0007_S0003,DEFINE,DEFINE,BACKGROUND,DEFINE,YES,NO,YES,YES,NO,YES,CISA AI roadmap; AI roadmap; AI risk; governance,governance,governance,governance,0.250000,0.250000,0.250000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,defines,defines,sets_context,defines,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_success,entity
DOC0003_S0003,BACKGROUND,BACKGROUND,BACKGROUND,BACKGROUND,YES,YES,YES,YES,YES,YES,OWASP LLM Top 10; AI risk; model behavior,,,,0.000000,0.000000,0.000000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,sets_context,sets_context,sets_context,sets_context,YES,YES,YES,MAYBE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,multi_field_blocks_R6,entity; answer; multiple
DOC0008_S0006,METHOD,METHOD,BACKGROUND,METHOD,YES,NO,YES,YES,NO,YES,AI risk,controls,controls,controls,0.000000,0.000000,0.000000,NO,NO,NO,ACTIVE,ACTIVE,DESCRIPTIVE,ACTIVE,YES,NO,YES,recommends,recommends,sets_context,recommends,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_success,entity
DOC0005_S0007,EXAMPLE,EXAMPLE,BACKGROUND,EXAMPLE,YES,NO,YES,YES,NO,YES,Google SAIF; AI risk; retrieval; data,retrieval,retrieval,retrieval,0.250000,0.250000,0.250000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,gives_example,gives_example,sets_context,gives_example,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_success,entity
