task_id,family,size_class,route_decidable,route_answerable,route_checkable,full_expansion_feasible,ground_truth,claimed_answer,raw_correct,route_answer,route_correct,verdict,caught_wrong,false_rejection,catchable,blind_spot,route_seconds,full_expansion_checked,full_expansion_answer,full_expansion_seconds
harb_00181,linear_recurrence_residue,large,True,True,True,False,7,7,True,7,True,NOT_RULED_OUT,False,False,False,False,4.419987089931965e-05,False,,0.0
harb_00182,fibonacci_state,large,True,True,True,False,1,1,True,1,True,NOT_RULED_OUT,False,False,False,False,1.8700025975704193e-05,False,,0.0
harb_00183,pascal_row_entry,large,False,False,False,False,0,9,False,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,2.00001522898674e-07,False,,0.0
harb_00184,digital_root,huge,True,True,True,False,1,10,False,1,True,NOT_RULED_OUT,False,False,False,True,3.6999117583036423e-06,False,,0.0
harb_00185,mod_m,huge,True,True,True,False,49,49,True,49,True,NOT_RULED_OUT,False,False,False,False,3.6999117583036423e-06,False,,0.0
harb_00186,last_k_digits,huge,True,True,True,False,0,10000,False,0,True,NOT_RULED_OUT,False,False,False,True,2.200016751885414e-06,False,,0.0
harb_00187,divisibility,huge,True,True,True,False,False,True,False,False,True,RULED_OUT_WRONG,True,False,True,False,1.5399884432554245e-05,False,,0.0
harb_00188,impossibility,huge,False,False,True,False,True,False,False,,False,RULED_OUT_WRONG,True,False,True,False,2.00001522898674e-07,False,,0.0
harb_00189,linear_recurrence_residue,huge,True,True,True,False,10,10,True,10,True,NOT_RULED_OUT,False,False,False,False,4.439987242221832e-05,False,,0.0
harb_00190,fibonacci_state,huge,True,True,True,False,8,8,True,8,True,NOT_RULED_OUT,False,False,False,False,1.8900027498602867e-05,False,,0.0
harb_00191,pascal_row_entry,huge,False,False,False,False,0,0,True,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,2.998858690261841e-07,False,,0.0
harb_00192,digital_root,small,True,True,True,True,9,9,True,9,True,NOT_RULED_OUT,False,False,False,False,3.00002284348011e-06,True,9,2.600019797682762e-06
harb_00193,mod_m,small,True,True,True,True,0,0,True,0,True,NOT_RULED_OUT,False,False,False,False,4.699919372797012e-06,True,0,1.90013088285923e-06
harb_00194,last_k_digits,small,True,True,True,True,40,140,False,40,True,NOT_RULED_OUT,False,False,False,True,6.4999330788850784e-06,True,40,1.4998950064182281e-06
harb_00195,divisibility,small,True,True,True,True,False,True,False,False,True,RULED_OUT_WRONG,True,False,True,False,3.2999087125062943e-06,True,False,2.9001384973526e-06
harb_00196,impossibility,small,False,False,True,True,True,False,False,,False,RULED_OUT_WRONG,True,False,True,False,2.00001522898674e-07,True,True,1.8998980522155762e-06
harb_00197,linear_recurrence_residue,small,True,True,True,False,23,23,True,23,True,NOT_RULED_OUT,False,False,False,False,0.0002779001370072365,False,,0.0
harb_00198,fibonacci_state,small,True,True,True,True,10,21,False,10,True,NOT_RULED_OUT,False,False,False,True,1.0800082236528397e-05,False,,5.700159817934036e-06
harb_00199,pascal_row_entry,small,False,False,False,True,6,15,False,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,2.00001522898674e-07,False,,0.0
