task_id,family,size_class,route_decidable,route_answerable,route_checkable,full_expansion_feasible,ground_truth,claimed_answer,raw_correct,route_answer,route_correct,verdict,caught_wrong,false_rejection,catchable,blind_spot,route_seconds,full_expansion_checked,full_expansion_answer,full_expansion_seconds
harb_00180,impossibility,large,False,False,True,True,True,True,True,,False,NOT_RULED_OUT,False,False,False,False,2.00001522898674e-07,True,True,8.030002936720848e-05
harb_00181,linear_recurrence_residue,large,True,True,True,False,7,24,False,7,True,RULED_OUT_WRONG,True,False,True,False,4.730001091957092e-05,False,,0.0
harb_00182,fibonacci_state,large,True,True,True,False,1,1,True,1,True,NOT_RULED_OUT,False,False,False,False,1.9799917936325073e-05,False,,0.0
harb_00183,pascal_row_entry,large,False,False,False,False,0,93,False,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,2.00001522898674e-07,False,,0.0
harb_00184,digital_root,huge,True,True,True,False,1,69,False,1,True,RULED_OUT_WRONG,True,False,True,False,4.09991480410099e-06,False,,0.0
harb_00185,mod_m,huge,True,True,True,False,49,67,False,49,True,RULED_OUT_WRONG,True,False,True,False,4.00003045797348e-06,False,,0.0
harb_00186,last_k_digits,huge,True,True,True,False,0,0,True,0,True,NOT_RULED_OUT,False,False,False,False,2.400018274784088e-06,False,,0.0
harb_00187,divisibility,huge,True,True,True,False,False,True,False,False,True,RULED_OUT_WRONG,True,False,True,False,1.8200138583779335e-05,False,,0.0
harb_00188,impossibility,huge,False,False,True,False,True,False,False,,False,RULED_OUT_WRONG,True,False,True,False,2.00001522898674e-07,False,,0.0
harb_00189,linear_recurrence_residue,huge,True,True,True,False,10,10,True,10,True,NOT_RULED_OUT,False,False,False,False,4.800013266503811e-05,False,,0.0
harb_00190,fibonacci_state,huge,True,True,True,False,8,8,True,8,True,NOT_RULED_OUT,False,False,False,False,1.9999919459223747e-05,False,,0.0
harb_00191,pascal_row_entry,huge,False,False,False,False,0,0,True,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,2.998858690261841e-07,False,,0.0
harb_00192,digital_root,small,True,True,True,True,9,9,True,9,True,NOT_RULED_OUT,False,False,False,False,3.100140020251274e-06,True,9,2.700136974453926e-06
harb_00193,mod_m,small,True,True,True,True,0,34,False,0,True,RULED_OUT_WRONG,True,False,True,False,4.600035026669502e-06,True,0,2.00001522898674e-06
harb_00194,last_k_digits,small,True,True,True,True,40,57,False,40,True,RULED_OUT_WRONG,True,False,True,False,4.400033503770828e-06,True,40,1.4998950064182281e-06
harb_00195,divisibility,small,True,True,True,True,False,False,True,False,True,NOT_RULED_OUT,False,False,False,False,3.200024366378784e-06,True,False,2.7997884899377823e-06
harb_00196,impossibility,small,False,False,True,True,True,False,False,,False,RULED_OUT_WRONG,True,False,True,False,3.0011869966983795e-07,True,True,2.09989957511425e-06
harb_00197,linear_recurrence_residue,small,True,True,True,False,23,108,False,23,True,RULED_OUT_WRONG,True,False,True,False,0.0003307000733911991,False,,0.0
harb_00198,fibonacci_state,small,True,True,True,True,10,77,False,10,True,RULED_OUT_WRONG,True,False,True,False,1.200009137392044e-05,False,,5.600042641162872e-06
harb_00199,pascal_row_entry,small,False,False,False,True,6,6,True,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,2.00001522898674e-07,False,,0.0
