model,segment_id,title,text,gold_entities,pred_entities,exact,jaccard,precision,recall,f1,zero_overlap,missing_entities,extra_entities
pred_entities_ontology_v1,HELDOUT2_S0030,fresh_review_terms.md,Human-review checkpoint names a decision point where automated evidence must be inspected before action.,controls; evidence selection; human review,human review,NO,0.333333,1.000000,0.333333,0.500000,NO,controls; evidence selection,
pred_entities_ontology_v1,HELDOUT2_S0031,fresh_eval_methods.md,"Compare each generated answer against its retrieval trace, then flag unsupported assertions for review.",answer support; human review; retrieval trace,evaluation; retrieval; retrieval trace,NO,0.200000,0.333333,0.333333,0.333333,NO,answer support; human review,evaluation; retrieval
pred_entities_ontology_v1,HELDOUT2_S0032,fresh_release_methods.md,"Before launch, collect release evidence, unresolved limitations, and reviewer sign-off in one packet.",evidence selection; human review; model release governance,human review,NO,0.333333,1.000000,0.333333,0.500000,NO,evidence selection; model release governance,
pred_entities_ontology_v1,HELDOUT2_S0033,fresh_privacy_methods.md,Map consent records to permission checks before selecting evidence for a privacy-sensitive answer.,consent boundary; evidence selection; permission boundary,consent boundary; permission boundary; privacy,NO,0.500000,0.666667,0.666667,0.666667,NO,evidence selection,privacy
pred_entities_ontology_v1,HELDOUT2_S0034,fresh_memory_methods.md,"Rank memory candidates by route dependency, source age, and whether the task needs hidden state.",agent memory; route provenance; source context,,NO,0.000000,0.000000,0.000000,0.000000,YES,agent memory; route provenance; source context,
pred_entities_ontology_v1,HELDOUT2_S0035,fresh_tool_methods.md,"Log tool calls with permission scope, selected route segment, and the reason the action was allowed.",permission boundary; RouteMap segment; tool-use security,permission boundary; RouteMap; RouteMap segment,NO,0.500000,0.666667,0.666667,0.666667,NO,tool-use security,RouteMap
pred_entities_ontology_v1,HELDOUT2_S0036,fresh_incident_methods.md,"During an incident review, connect symptoms to retrieval traces and then to the control that failed.",controls; incident response; retrieval trace,controls; retrieval; retrieval trace,NO,0.500000,0.666667,0.666667,0.666667,NO,incident response,retrieval
pred_entities_ontology_v1,HELDOUT2_S0037,fresh_benchmark_methods.md,"Sample benchmark rows from policy context, operational procedures, examples, and caveats in equal measure.",benchmark; policy context; RouteMap segment,benchmark; policy context,NO,0.666667,1.000000,0.666667,0.800000,NO,RouteMap segment,
pred_entities_ontology_v1,HELDOUT2_S0038,fresh_human_review_methods.md,Route uncertain answers to human review when evidence selection conflicts with the final answer.,answer support; evidence selection; human review,evidence selection; human review,NO,0.666667,1.000000,0.666667,0.800000,NO,answer support,
pred_entities_ontology_v1,HELDOUT2_S0039,fresh_audit_methods.md,Store audit trail entries beside answer support so later reviewers can reproduce the decision.,answer support; audit trail; human review,answer support; audit trail; human review,YES,1.000000,1.000000,1.000000,1.000000,NO,,
pred_entities_ontology_v1,HELDOUT2_S0040,fresh_annotation_methods.md,"Label the passage role first, record relation evidence second, and adjudicate entity boundaries last.",evidence selection; human review; RouteMap segment,RouteMap; RouteMap segment,NO,0.250000,0.500000,0.333333,0.400000,NO,evidence selection; human review,RouteMap
pred_entities_ontology_v1,HELDOUT2_S0041,fresh_trace_results.md,The evaluation run recovered more answer-support passages after route provenance was kept with the snippets.,answer support; evaluation; route provenance,answer support; evaluation; route provenance; RouteMap; RouteMap segment,NO,0.600000,0.600000,1.000000,0.750000,NO,,RouteMap; RouteMap segment
pred_entities_ontology_v1,HELDOUT2_S0042,fresh_release_results.md,Release reviewers resolved blocked decisions faster when caveats appeared beside the evidence packet.,evidence selection; human review; model release governance,human review,NO,0.333333,1.000000,0.333333,0.500000,NO,evidence selection; model release governance,
pred_entities_ontology_v1,HELDOUT2_S0043,fresh_privacy_results.md,The consent-boundary cases produced fewer false positives once permission checks were separated from general privacy text.,consent boundary; permission boundary; privacy,consent boundary; permission boundary; privacy,YES,1.000000,1.000000,1.000000,1.000000,NO,,
pred_entities_ontology_v1,HELDOUT2_S0044,fresh_memory_results.md,Memory routing returned older but more relevant context for tasks with hidden state dependencies.,agent memory; route provenance; source context,agent memory,NO,0.333333,1.000000,0.333333,0.500000,NO,route provenance; source context,
pred_entities_ontology_v1,HELDOUT2_S0045,fresh_tool_results.md,Tool-use security review found that missing permission logs explained most rejected actions.,human review; permission boundary; tool-use security,LLM application security; permission boundary; secure AI development; tool-use security,NO,0.400000,0.500000,0.666667,0.571429,NO,human review,LLM application security; secure AI development
pred_entities_ontology_v1,HELDOUT2_S0046,fresh_benchmark_results.md,A mixed benchmark split exposed brittle behaviour on examples that looked like procedures.,benchmark; evaluation; RouteMap segment,benchmark,NO,0.333333,1.000000,0.333333,0.500000,NO,evaluation; RouteMap segment,
pred_entities_ontology_v1,HELDOUT2_S0047,fresh_human_review_results.md,Human reviewers agreed more often when the retrieval trace displayed rejected evidence as well as accepted evidence.,evidence selection; human review; retrieval trace,human review; retrieval; retrieval trace,NO,0.500000,0.666667,0.666667,0.666667,NO,evidence selection,retrieval
pred_entities_ontology_v1,HELDOUT2_S0048,fresh_audit_results.md,Audit trail inspection showed that answer support was present in seven of nine release decisions.,answer support; audit trail; model release governance,answer support; audit trail,NO,0.666667,1.000000,0.666667,0.800000,NO,model release governance,
pred_entities_ontology_v1,HELDOUT2_S0049,fresh_selection_results.md,Evidence selection improved after source context was grouped by route segment instead of document order.,evidence selection; RouteMap segment; source context,evidence selection; RouteMap; RouteMap segment; source context,NO,0.750000,0.750000,1.000000,0.857143,NO,,RouteMap
pred_entities_ontology_v1,HELDOUT2_S0050,fresh_error_results.md,The mismatch review revealed that policy-context rows were often confused with broad claims.,mismatch review; policy context; claims,mismatch review; policy context,NO,0.666667,1.000000,0.666667,0.800000,NO,claims,
pred_entities_ontology_v1,HELDOUT2_S0051,fresh_eval_limits.md,Future benchmark rounds may still overstate generalisation if they reuse the same policy vocabulary.,benchmark; evaluation; policy context,benchmark; evaluation,NO,0.666667,1.000000,0.666667,0.800000,NO,policy context,
pred_entities_ontology_v1,HELDOUT2_S0052,fresh_release_limits.md,A complete release packet does not prove that the deployed model will behave safely after integration.,AI safety evaluation; model release governance; risk management,,NO,0.000000,0.000000,0.000000,0.000000,YES,AI safety evaluation; model release governance; risk management,
pred_entities_ontology_v1,HELDOUT2_S0053,fresh_consent_limits.md,Consent records can be too stale to justify a fresh tool action even when the interface looks authorized.,consent boundary; permission boundary; privacy,consent boundary,NO,0.333333,1.000000,0.333333,0.500000,NO,permission boundary; privacy,
pred_entities_ontology_v1,HELDOUT2_S0054,fresh_trace_limits.md,Retrieval traces may miss reasoning steps that occur after evidence enters the prompt.,answer support; retrieval trace; RouteMap segment,retrieval; retrieval trace,NO,0.250000,0.500000,0.333333,0.400000,NO,answer support; RouteMap segment,retrieval
pred_entities_ontology_v1,HELDOUT2_S0055,fresh_memory_limits.md,Agent memory can preserve obsolete source context unless review processes remove or downgrade it.,agent memory; human review; source context,agent memory; source context,NO,0.666667,1.000000,0.666667,0.800000,NO,human review,
pred_entities_ontology_v1,HELDOUT2_S0056,fresh_tool_limits.md,Permission checks are not enough when the tool output can leak private data through a later route.,permission boundary; privacy; tool-use security,permission boundary; privacy,NO,0.666667,1.000000,0.666667,0.800000,NO,tool-use security,
pred_entities_ontology_v1,HELDOUT2_S0057,fresh_review_limits.md,Human review is constrained when audit trails omit rejected evidence and reviewer rationale.,audit trail; evidence selection; human review,audit trail; human review,NO,0.666667,1.000000,0.666667,0.800000,NO,evidence selection,
pred_entities_ontology_v1,HELDOUT2_S0058,fresh_benchmark_limits.md,"A route benchmark remains incomplete without operational incidents, adversarial examples, and noisy documentation.",benchmark; incident response; RouteMap segment,benchmark,NO,0.333333,1.000000,0.333333,0.500000,NO,incident response; RouteMap segment,
pred_entities_ontology_v1,HELDOUT2_S0059,fresh_policy_limits.md,Policy context can warn about risk without specifying the control step needed for a particular system.,controls; policy context; risk management,controls; policy context,NO,0.666667,1.000000,0.666667,0.800000,NO,risk management,
pred_entities_ontology_v1,HELDOUT2_S0060,fresh_support_limits.md,Answer support is fragile if relation labels are right but entity boundaries drift across passages.,answer support; evidence selection; RouteMap segment,answer support; RouteMap; RouteMap segment,NO,0.500000,0.666667,0.666667,0.666667,NO,evidence selection,RouteMap
pred_entities_ontology_v1,HELDOUT2_S0061,fresh_eval_steps.md,"Next, assemble a second fresh split from incident reports and release-board minutes.",benchmark; incident response; model release governance,evaluation; governance,NO,0.000000,0.000000,0.000000,0.000000,YES,benchmark; incident response; model release governance,evaluation; governance
pred_entities_ontology_v1,HELDOUT2_S0062,fresh_release_steps.md,Future evaluation should compare model release governance rows with ordinary project-management notes.,evaluation; model release governance; source context,evaluation; governance; model release governance,NO,0.500000,0.666667,0.666667,0.666667,NO,source context,governance
pred_entities_ontology_v1,HELDOUT2_S0063,fresh_privacy_steps.md,Add consent-boundary examples that mix permission checks with unrelated privacy background.,consent boundary; permission boundary; privacy,consent boundary; permission boundary; privacy,YES,1.000000,1.000000,1.000000,1.000000,NO,,
pred_entities_ontology_v1,HELDOUT2_S0064,fresh_trace_steps.md,The next retrieval test should hide titles and require the extractor to infer route provenance from text alone.,retrieval trace; route extraction; route provenance,retrieval; route provenance,NO,0.250000,0.500000,0.333333,0.400000,NO,retrieval trace; route extraction,retrieval
pred_entities_ontology_v1,HELDOUT2_S0065,fresh_memory_steps.md,Run an agent-memory benchmark where old context competes with newer but less relevant evidence.,agent memory; benchmark; evidence selection,agent memory; benchmark,NO,0.666667,1.000000,0.666667,0.800000,NO,evidence selection,
pred_entities_ontology_v1,HELDOUT2_S0066,fresh_tool_steps.md,"A follow-up tool-use security set should include plugins, command execution, and delegated agents.",agent memory; permission boundary; tool-use security,LLM application security; tool-use security,NO,0.250000,0.500000,0.333333,0.400000,NO,agent memory; permission boundary,LLM application security
pred_entities_ontology_v1,HELDOUT2_S0068,fresh_benchmark_steps.md,"Build noisy benchmark rows that contain definitions, caveats, and examples in a single paragraph.",benchmark; gold labels; mismatch review,benchmark,NO,0.333333,1.000000,0.333333,0.500000,NO,gold labels; mismatch review,
pred_entities_ontology_v1,HELDOUT2_S0069,fresh_audit_steps.md,The next audit-trail test should measure whether reviewers can reconstruct the release decision.,audit trail; human review; model release governance,audit trail; human review,NO,0.666667,1.000000,0.666667,0.800000,NO,model release governance,
pred_entities_ontology_v1,HELDOUT2_S0070,fresh_support_steps.md,Create answer-support cases where the cited passage is relevant but the relation path is wrong.,answer support; evidence selection; RouteMap segment,answer support; RouteMap; RouteMap segment,NO,0.500000,0.666667,0.666667,0.666667,NO,evidence selection,RouteMap
pred_entities_ontology_v1,HELDOUT2_S0071,fresh_hospital_examples.md,"In a hospital triage review, consent evidence and safety evaluation notes can point to different routes.",AI safety evaluation; consent boundary; privacy,AI safety evaluation; consent boundary; evaluation,NO,0.500000,0.666667,0.666667,0.666667,NO,privacy,evaluation
pred_entities_ontology_v1,HELDOUT2_S0072,fresh_release_examples.md,Suppose a release board blocks launch because the audit trail lacks reviewer rationale.,audit trail; human review; model release governance,audit trail; governance; human review,NO,0.500000,0.666667,0.666667,0.666667,NO,model release governance,governance
pred_entities_ontology_v1,HELDOUT2_S0073,fresh_chatbot_examples.md,"When a support chatbot requests a refund-tool call, the permission boundary may depend on account history.",permission boundary; privacy; tool-use security,permission boundary,NO,0.333333,1.000000,0.333333,0.500000,NO,privacy; tool-use security,
pred_entities_ontology_v1,HELDOUT2_S0074,fresh_memory_examples.md,One coding task may need last week's migration note rather than the newest design comment.,agent memory; route provenance; source context,,NO,0.000000,0.000000,0.000000,0.000000,YES,agent memory; route provenance; source context,
pred_entities_ontology_v1,HELDOUT2_S0075,fresh_trace_examples.md,"For instance, a cited paragraph can mention privacy while failing to support the answer's consent claim.",answer support; evidence selection; privacy,consent boundary; privacy,NO,0.250000,0.500000,0.333333,0.400000,NO,answer support; evidence selection,consent boundary
pred_entities_ontology_v1,HELDOUT2_S0076,fresh_tool_examples.md,A plugin that reads calendars and sends email illustrates why tool-use security needs separate route checks.,permission boundary; RouteMap segment; tool-use security,LLM application security; tool-use security,NO,0.250000,0.500000,0.333333,0.400000,NO,permission boundary; RouteMap segment,LLM application security
pred_entities_ontology_v1,HELDOUT2_S0077,fresh_incident_examples.md,"During an incident, an operator might trace a harmful answer through retrieval logs and a stale memory entry.",agent memory; incident response; retrieval trace,retrieval,NO,0.000000,0.000000,0.000000,0.000000,YES,agent memory; incident response; retrieval trace,retrieval
pred_entities_ontology_v1,HELDOUT2_S0078,fresh_benchmark_examples.md,A synthetic benchmark row could look procedural while actually describing a concrete reviewer scenario.,benchmark; human review; RouteMap segment,benchmark; human review,NO,0.666667,1.000000,0.666667,0.800000,NO,RouteMap segment,
pred_entities_ontology_v1,HELDOUT2_S0079,fresh_audit_examples.md,An auditor comparing two release packets may follow evidence selection differences before reading conclusions.,audit trail; evidence selection; model release governance,evidence selection; human review,NO,0.250000,0.500000,0.333333,0.400000,NO,audit trail; model release governance,human review
pred_entities_ontology_v1,HELDOUT2_S0080,fresh_answer_examples.md,A final answer that cites policy context but omits the controlling route segment shows a support failure.,answer support; policy context; RouteMap segment,policy context; RouteMap; RouteMap segment,NO,0.500000,0.666667,0.666667,0.666667,NO,answer support,RouteMap
