split,segment_id,dataset_family,boundary_pair,title,text,gold_role,contrast_role,gold_entities,gold_operative_status,gold_relation,gold_answer_relevant,difficulty,notes
expanded_train_v2,EXPAND_S0118,boundary_pair,BACKGROUND vs CLAIM,expanded_boundary_0118.md,The project note records why evaluation and route extraction appear together in the benchmark context.,BACKGROUND,CLAIM,evaluation; route extraction; source context,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Intended as BACKGROUND rather than CLAIM for the BACKGROUND vs CLAIM boundary.
expanded_train_v2,EXPAND_S0119,boundary_pair,BACKGROUND vs CLAIM,expanded_boundary_0119.md,A policy context page introduces human review vocabulary before any substantive extraction claim is made.,BACKGROUND,CLAIM,human review; source context,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Intended as BACKGROUND rather than CLAIM for the BACKGROUND vs CLAIM boundary.
expanded_train_v2,EXPAND_S0120,boundary_pair,BACKGROUND vs CLAIM,expanded_boundary_0120.md,A source packet frames evidence selection alongside incident response so reviewers can place the passage before judging its route label.,BACKGROUND,CLAIM,evidence selection; incident response; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than CLAIM for the BACKGROUND vs CLAIM boundary.
expanded_train_v2,EXPAND_S0122,boundary_pair,BACKGROUND vs CLAIM,expanded_boundary_0122.md,A policy context page introduces incident response vocabulary before any substantive extraction claim is made.,BACKGROUND,CLAIM,incident response; risk management; source context,DESCRIPTIVE,sets_context,MAYBE,EASY,Intended as BACKGROUND rather than CLAIM for the BACKGROUND vs CLAIM boundary.
expanded_train_v2,EXPAND_S0124,boundary_pair,BACKGROUND vs CLAIM,expanded_boundary_0124.md,The project note records why audit trail and LLM application security appear together in the benchmark context.,BACKGROUND,CLAIM,audit trail; LLM application security; source context,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Intended as BACKGROUND rather than CLAIM for the BACKGROUND vs CLAIM boundary.
expanded_train_v2,EXPAND_S0125,boundary_pair,BACKGROUND vs CLAIM,expanded_boundary_0125.md,A policy context page introduces answer support vocabulary before any substantive extraction claim is made.,BACKGROUND,CLAIM,answer support; privacy; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than CLAIM for the BACKGROUND vs CLAIM boundary.
expanded_train_v2,EXPAND_S0126,boundary_pair,BACKGROUND vs CLAIM,expanded_boundary_0126.md,policy context improves RouteMap reliability only when retrieval trace remains visible to downstream reviewers.,CLAIM,BACKGROUND,policy context; retrieval trace; risk management,ACTIVE,asserts,YES,HARD,Intended as CLAIM rather than BACKGROUND for the BACKGROUND vs CLAIM boundary.
expanded_train_v2,EXPAND_S0127,boundary_pair,BACKGROUND vs CLAIM,expanded_boundary_0127.md,A route-aware system loses answer support when controls is separated from route extraction.,CLAIM,BACKGROUND,controls; route extraction; risk management,ACTIVE,asserts,YES,EASY,Intended as CLAIM rather than BACKGROUND for the BACKGROUND vs CLAIM boundary.
expanded_train_v2,EXPAND_S0130,boundary_pair,BACKGROUND vs CLAIM,expanded_boundary_0130.md,A route-aware system loses answer support when mismatch review is separated from answer support.,CLAIM,BACKGROUND,mismatch review; answer support; risk management,ACTIVE,asserts,YES,HARD,Intended as CLAIM rather than BACKGROUND for the BACKGROUND vs CLAIM boundary.
expanded_train_v2,EXPAND_S0131,boundary_pair,BACKGROUND vs CLAIM,expanded_boundary_0131.md,gold labels should be treated as evidence for route quality rather than as decorative metadata.,CLAIM,BACKGROUND,gold labels; risk management,ACTIVE,asserts,YES,HARD,Intended as CLAIM rather than BACKGROUND for the BACKGROUND vs CLAIM boundary.
expanded_train_v2,EXPAND_S0132,boundary_pair,BACKGROUND vs CLAIM,expanded_boundary_0132.md,RouteMap segment improves RouteMap reliability only when gold labels remains visible to downstream reviewers.,CLAIM,BACKGROUND,RouteMap segment; gold labels; risk management,ACTIVE,asserts,YES,EASY,Intended as CLAIM rather than BACKGROUND for the BACKGROUND vs CLAIM boundary.
expanded_train_v2,EXPAND_S0133,boundary_pair,BACKGROUND vs CLAIM,expanded_boundary_0133.md,A route-aware system loses answer support when secure AI development is separated from LLM application security.,CLAIM,BACKGROUND,secure AI development; LLM application security; risk management,ACTIVE,asserts,YES,MEDIUM,Intended as CLAIM rather than BACKGROUND for the BACKGROUND vs CLAIM boundary.
expanded_train_v2,EXPAND_S0135,boundary_pair,BACKGROUND vs CLAIM,expanded_boundary_0135.md,AI safety evaluation improves RouteMap reliability only when retrieval trace remains visible to downstream reviewers.,CLAIM,BACKGROUND,AI safety evaluation; retrieval trace; risk management,ACTIVE,asserts,YES,HARD,Intended as CLAIM rather than BACKGROUND for the BACKGROUND vs CLAIM boundary.
expanded_train_v2,EXPAND_S0136,boundary_pair,BACKGROUND vs CLAIM,expanded_boundary_0136.md,A route-aware system loses answer support when model release governance is separated from route extraction.,CLAIM,BACKGROUND,model release governance; route extraction; risk management,ACTIVE,asserts,YES,HARD,Intended as CLAIM rather than BACKGROUND for the BACKGROUND vs CLAIM boundary.
expanded_train_v2,EXPAND_S0137,boundary_pair,BACKGROUND vs CLAIM,expanded_boundary_0137.md,privacy should be treated as evidence for route quality rather than as decorative metadata.,CLAIM,BACKGROUND,privacy; human review; risk management,ACTIVE,asserts,YES,EASY,Intended as CLAIM rather than BACKGROUND for the BACKGROUND vs CLAIM boundary.
expanded_train_v2,EXPAND_S0138,boundary_pair,BACKGROUND vs CLAIM,expanded_boundary_0138.md,consent boundary improves RouteMap reliability only when incident response remains visible to downstream reviewers.,CLAIM,BACKGROUND,consent boundary; incident response; risk management,ACTIVE,asserts,YES,MEDIUM,Intended as CLAIM rather than BACKGROUND for the BACKGROUND vs CLAIM boundary.
expanded_train_v2,EXPAND_S0141,boundary_pair,BACKGROUND vs CLAIM,expanded_boundary_0141.md,route provenance improves RouteMap reliability only when gold labels remains visible to downstream reviewers.,CLAIM,BACKGROUND,route provenance; gold labels; risk management,ACTIVE,asserts,YES,HARD,Intended as CLAIM rather than BACKGROUND for the BACKGROUND vs CLAIM boundary.
expanded_train_v2,EXPAND_S0142,boundary_pair,BACKGROUND vs CLAIM,expanded_boundary_0142.md,A route-aware system loses answer support when RouteMap is separated from LLM application security.,CLAIM,BACKGROUND,RouteMap; LLM application security; risk management,ACTIVE,asserts,YES,EASY,Intended as CLAIM rather than BACKGROUND for the BACKGROUND vs CLAIM boundary.
expanded_train_v2,EXPAND_S0143,boundary_pair,BACKGROUND vs CLAIM,expanded_boundary_0143.md,route extraction should be treated as evidence for route quality rather than as decorative metadata.,CLAIM,BACKGROUND,route extraction; privacy; risk management,ACTIVE,asserts,YES,MEDIUM,Intended as CLAIM rather than BACKGROUND for the BACKGROUND vs CLAIM boundary.
expanded_train_v2,EXPAND_S0144,boundary_pair,BACKGROUND vs CLAIM,expanded_boundary_0144.md,benchmark improves RouteMap reliability only when retrieval trace remains visible to downstream reviewers.,CLAIM,BACKGROUND,benchmark; retrieval trace; risk management,ACTIVE,asserts,YES,MEDIUM,Intended as CLAIM rather than BACKGROUND for the BACKGROUND vs CLAIM boundary.
expanded_train_v2,EXPAND_S0145,boundary_pair,BACKGROUND vs CLAIM,expanded_boundary_0145.md,A route-aware system loses answer support when evaluation is separated from route extraction.,CLAIM,BACKGROUND,evaluation; route extraction; risk management,ACTIVE,asserts,YES,HARD,Intended as CLAIM rather than BACKGROUND for the BACKGROUND vs CLAIM boundary.
expanded_train_v2,EXPAND_S0147,boundary_pair,BACKGROUND vs CLAIM,expanded_boundary_0147.md,evidence selection improves RouteMap reliability only when incident response remains visible to downstream reviewers.,CLAIM,BACKGROUND,evidence selection; incident response; risk management,ACTIVE,asserts,YES,EASY,Intended as CLAIM rather than BACKGROUND for the BACKGROUND vs CLAIM boundary.
expanded_train_v2,EXPAND_S0149,boundary_pair,BACKGROUND vs CLAIM,expanded_boundary_0149.md,incident response should be treated as evidence for route quality rather than as decorative metadata.,CLAIM,BACKGROUND,incident response; risk management,ACTIVE,asserts,YES,MEDIUM,Intended as CLAIM rather than BACKGROUND for the BACKGROUND vs CLAIM boundary.
expanded_train_v2,EXPAND_S0150,boundary_pair,BACKGROUND vs CLAIM,expanded_boundary_0150.md,agent memory improves RouteMap reliability only when gold labels remains visible to downstream reviewers.,CLAIM,BACKGROUND,agent memory; gold labels; risk management,ACTIVE,asserts,YES,HARD,Intended as CLAIM rather than BACKGROUND for the BACKGROUND vs CLAIM boundary.
expanded_train_v2,EXPAND_S0151,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0151.md,The project note records why audit trail and LLM application security appear together in the benchmark context.,BACKGROUND,EXAMPLE,audit trail; LLM application security; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0152,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0152.md,A policy context page introduces answer support vocabulary before any substantive extraction claim is made.,BACKGROUND,EXAMPLE,answer support; privacy; source context,DESCRIPTIVE,sets_context,MAYBE,EASY,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0155,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0155.md,A policy context page introduces risk management vocabulary before any substantive extraction claim is made.,BACKGROUND,EXAMPLE,risk management; human review; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0156,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0156.md,A source packet frames source context alongside incident response so reviewers can place the passage before judging its route label.,BACKGROUND,EXAMPLE,source context; incident response,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0157,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0157.md,The project note records why mismatch review and answer support appear together in the benchmark context.,BACKGROUND,EXAMPLE,mismatch review; answer support; source context,DESCRIPTIVE,sets_context,MAYBE,EASY,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0158,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0158.md,A policy context page introduces gold labels vocabulary before any substantive extraction claim is made.,BACKGROUND,EXAMPLE,gold labels; risk management; source context,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0160,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0160.md,The project note records why secure AI development and LLM application security appear together in the benchmark context.,BACKGROUND,EXAMPLE,secure AI development; LLM application security; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0161,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0161.md,A policy context page introduces LLM application security vocabulary before any substantive extraction claim is made.,BACKGROUND,EXAMPLE,LLM application security; privacy; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0162,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0162.md,A source packet frames AI safety evaluation alongside retrieval trace so reviewers can place the passage before judging its route label.,BACKGROUND,EXAMPLE,AI safety evaluation; retrieval trace; source context,DESCRIPTIVE,sets_context,MAYBE,EASY,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0163,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0163.md,The project note records why model release governance and route extraction appear together in the benchmark context.,BACKGROUND,EXAMPLE,model release governance; route extraction; source context,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0166,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0166.md,The project note records why permission boundary and answer support appear together in the benchmark context.,BACKGROUND,EXAMPLE,permission boundary; answer support; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0167,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0167.md,A policy context page introduces retrieval trace vocabulary before any substantive extraction claim is made.,BACKGROUND,EXAMPLE,retrieval trace; risk management; source context,DESCRIPTIVE,sets_context,MAYBE,EASY,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0168,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0168.md,A source packet frames route provenance alongside gold labels so reviewers can place the passage before judging its route label.,BACKGROUND,EXAMPLE,route provenance; gold labels; source context,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0169,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0169.md,The project note records why RouteMap and LLM application security appear together in the benchmark context.,BACKGROUND,EXAMPLE,RouteMap; LLM application security; source context,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0170,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0170.md,A policy context page introduces route extraction vocabulary before any substantive extraction claim is made.,BACKGROUND,EXAMPLE,route extraction; privacy; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0172,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0172.md,The project note records why evaluation and route extraction appear together in the benchmark context.,BACKGROUND,EXAMPLE,evaluation; route extraction; source context,DESCRIPTIVE,sets_context,MAYBE,EASY,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0174,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0174.md,A source packet frames evidence selection alongside incident response so reviewers can place the passage before judging its route label.,BACKGROUND,EXAMPLE,evidence selection; incident response; source context,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0175,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0175.md,The project note records why tool-use security and answer support appear together in the benchmark context.,BACKGROUND,EXAMPLE,tool-use security; answer support; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0176,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0176.md,"During an incident drill, the audit trail links incident response to one passage and risk management to another.",EXAMPLE,BACKGROUND,incident response; risk management,DESCRIPTIVE,gives_example,YES,HARD,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0177,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0177.md,"In one release review, a reviewer accepted agent memory but sent gold labels back for a second check.",EXAMPLE,BACKGROUND,agent memory; gold labels,DESCRIPTIVE,gives_example,YES,EASY,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0180,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0180.md,"In one release review, a reviewer accepted policy context but sent retrieval trace back for a second check.",EXAMPLE,BACKGROUND,policy context; retrieval trace,DESCRIPTIVE,gives_example,YES,HARD,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0181,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0181.md,A tenant report shows controls in the retrieved path while route extraction appears only in the notes.,EXAMPLE,BACKGROUND,controls; route extraction,DESCRIPTIVE,gives_example,YES,HARD,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0182,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0182.md,"During an incident drill, the audit trail links risk management to one passage and human review to another.",EXAMPLE,BACKGROUND,risk management; human review,DESCRIPTIVE,gives_example,YES,EASY,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0183,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0183.md,"In one release review, a reviewer accepted source context but sent incident response back for a second check.",EXAMPLE,BACKGROUND,source context; incident response,DESCRIPTIVE,gives_example,YES,MEDIUM,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0185,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0185.md,"During an incident drill, the audit trail links gold labels to one passage and risk management to another.",EXAMPLE,BACKGROUND,gold labels; risk management,DESCRIPTIVE,gives_example,YES,HARD,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0186,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0186.md,"In one release review, a reviewer accepted RouteMap segment but sent gold labels back for a second check.",EXAMPLE,BACKGROUND,RouteMap segment; gold labels,DESCRIPTIVE,gives_example,YES,HARD,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0187,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0187.md,A tenant report shows secure AI development in the retrieved path while LLM application security appears only in the notes.,EXAMPLE,BACKGROUND,secure AI development; LLM application security,DESCRIPTIVE,gives_example,YES,EASY,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0188,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0188.md,"During an incident drill, the audit trail links LLM application security to one passage and privacy to another.",EXAMPLE,BACKGROUND,LLM application security; privacy,DESCRIPTIVE,gives_example,YES,MEDIUM,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0191,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0191.md,"During an incident drill, the audit trail links privacy to one passage and human review to another.",EXAMPLE,BACKGROUND,privacy; human review,DESCRIPTIVE,gives_example,YES,HARD,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0192,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0192.md,"In one release review, a reviewer accepted consent boundary but sent incident response back for a second check.",EXAMPLE,BACKGROUND,consent boundary; incident response,DESCRIPTIVE,gives_example,YES,EASY,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0193,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0193.md,A tenant report shows permission boundary in the retrieved path while answer support appears only in the notes.,EXAMPLE,BACKGROUND,permission boundary; answer support,DESCRIPTIVE,gives_example,YES,MEDIUM,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0194,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0194.md,"During an incident drill, the audit trail links retrieval trace to one passage and risk management to another.",EXAMPLE,BACKGROUND,retrieval trace; risk management,DESCRIPTIVE,gives_example,YES,MEDIUM,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0195,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0195.md,"In one release review, a reviewer accepted route provenance but sent gold labels back for a second check.",EXAMPLE,BACKGROUND,route provenance; gold labels,DESCRIPTIVE,gives_example,YES,HARD,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0197,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0197.md,"During an incident drill, the audit trail links route extraction to one passage and privacy to another.",EXAMPLE,BACKGROUND,route extraction; privacy,DESCRIPTIVE,gives_example,YES,EASY,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0199,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0199.md,A tenant report shows evaluation in the retrieved path while route extraction appears only in the notes.,EXAMPLE,BACKGROUND,evaluation; route extraction,DESCRIPTIVE,gives_example,YES,MEDIUM,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0200,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0200.md,"During an incident drill, the audit trail links human review to one passage and RouteMap to another.",EXAMPLE,BACKGROUND,human review,DESCRIPTIVE,gives_example,YES,HARD,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
expanded_train_v2,EXPAND_S0201,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0201.md,A source packet frames evidence selection alongside incident response so reviewers can place the passage before judging its route label.,BACKGROUND,RESULT,evidence selection; incident response; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
expanded_train_v2,EXPAND_S0202,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0202.md,The project note records why tool-use security and answer support appear together in the benchmark context.,BACKGROUND,RESULT,tool-use security; answer support; source context,DESCRIPTIVE,sets_context,MAYBE,EASY,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
expanded_train_v2,EXPAND_S0205,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0205.md,The project note records why audit trail and LLM application security appear together in the benchmark context.,BACKGROUND,RESULT,audit trail; LLM application security; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
expanded_train_v2,EXPAND_S0206,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0206.md,A policy context page introduces answer support vocabulary before any substantive extraction claim is made.,BACKGROUND,RESULT,answer support; privacy; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
expanded_train_v2,EXPAND_S0207,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0207.md,A source packet frames policy context alongside retrieval trace so reviewers can place the passage before judging its route label.,BACKGROUND,RESULT,policy context; retrieval trace; source context,DESCRIPTIVE,sets_context,MAYBE,EASY,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
expanded_train_v2,EXPAND_S0208,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0208.md,The project note records why controls and route extraction appear together in the benchmark context.,BACKGROUND,RESULT,controls; route extraction; source context,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
expanded_train_v2,EXPAND_S0210,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0210.md,A source packet frames source context alongside incident response so reviewers can place the passage before judging its route label.,BACKGROUND,RESULT,source context; incident response,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
expanded_train_v2,EXPAND_S0211,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0211.md,The project note records why mismatch review and answer support appear together in the benchmark context.,BACKGROUND,RESULT,mismatch review; answer support; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
expanded_train_v2,EXPAND_S0212,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0212.md,A policy context page introduces gold labels vocabulary before any substantive extraction claim is made.,BACKGROUND,RESULT,gold labels; risk management; source context,DESCRIPTIVE,sets_context,MAYBE,EASY,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
expanded_train_v2,EXPAND_S0213,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0213.md,A source packet frames RouteMap segment alongside gold labels so reviewers can place the passage before judging its route label.,BACKGROUND,RESULT,RouteMap segment; gold labels; source context,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
expanded_train_v2,EXPAND_S0216,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0216.md,A source packet frames AI safety evaluation alongside retrieval trace so reviewers can place the passage before judging its route label.,BACKGROUND,RESULT,AI safety evaluation; retrieval trace; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
expanded_train_v2,EXPAND_S0217,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0217.md,The project note records why model release governance and route extraction appear together in the benchmark context.,BACKGROUND,RESULT,model release governance; route extraction; source context,DESCRIPTIVE,sets_context,MAYBE,EASY,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
expanded_train_v2,EXPAND_S0218,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0218.md,A policy context page introduces privacy vocabulary before any substantive extraction claim is made.,BACKGROUND,RESULT,privacy; human review; source context,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
expanded_train_v2,EXPAND_S0219,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0219.md,A source packet frames consent boundary alongside incident response so reviewers can place the passage before judging its route label.,BACKGROUND,RESULT,consent boundary; incident response; source context,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
expanded_train_v2,EXPAND_S0220,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0220.md,The project note records why permission boundary and answer support appear together in the benchmark context.,BACKGROUND,RESULT,permission boundary; answer support; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
expanded_train_v2,EXPAND_S0222,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0222.md,A source packet frames route provenance alongside gold labels so reviewers can place the passage before judging its route label.,BACKGROUND,RESULT,route provenance; gold labels; source context,DESCRIPTIVE,sets_context,MAYBE,EASY,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
expanded_train_v2,EXPAND_S0224,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0224.md,A policy context page introduces route extraction vocabulary before any substantive extraction claim is made.,BACKGROUND,RESULT,route extraction; privacy; source context,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
expanded_train_v2,EXPAND_S0225,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0225.md,A source packet frames benchmark alongside retrieval trace so reviewers can place the passage before judging its route label.,BACKGROUND,RESULT,benchmark; retrieval trace; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
