segment_id,dataset_family,boundary_pair,title,text,gold_role,contrast_role,gold_entities,gold_operative_status,gold_relation,gold_answer_relevant,difficulty,notes
EXPAND_S0147,boundary_pair,BACKGROUND vs CLAIM,expanded_boundary_0147.md,evidence selection improves RouteMap reliability only when incident response remains visible to downstream reviewers.,CLAIM,BACKGROUND,evidence selection; incident response; risk management,ACTIVE,asserts,YES,EASY,Intended as CLAIM rather than BACKGROUND for the BACKGROUND vs CLAIM boundary.
EXPAND_S0148,boundary_pair,BACKGROUND vs CLAIM,expanded_boundary_0148.md,A route-aware system loses answer support when tool-use security is separated from answer support.,CLAIM,BACKGROUND,tool-use security; answer support; risk management,ACTIVE,asserts,YES,MEDIUM,Intended as CLAIM rather than BACKGROUND for the BACKGROUND vs CLAIM boundary.
EXPAND_S0149,boundary_pair,BACKGROUND vs CLAIM,expanded_boundary_0149.md,incident response should be treated as evidence for route quality rather than as decorative metadata.,CLAIM,BACKGROUND,incident response; risk management,ACTIVE,asserts,YES,MEDIUM,Intended as CLAIM rather than BACKGROUND for the BACKGROUND vs CLAIM boundary.
EXPAND_S0150,boundary_pair,BACKGROUND vs CLAIM,expanded_boundary_0150.md,agent memory improves RouteMap reliability only when gold labels remains visible to downstream reviewers.,CLAIM,BACKGROUND,agent memory; gold labels; risk management,ACTIVE,asserts,YES,HARD,Intended as CLAIM rather than BACKGROUND for the BACKGROUND vs CLAIM boundary.
EXPAND_S0151,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0151.md,The project note records why audit trail and LLM application security appear together in the benchmark context.,BACKGROUND,EXAMPLE,audit trail; LLM application security; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0152,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0152.md,A policy context page introduces answer support vocabulary before any substantive extraction claim is made.,BACKGROUND,EXAMPLE,answer support; privacy; source context,DESCRIPTIVE,sets_context,MAYBE,EASY,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0153,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0153.md,A source packet frames policy context alongside retrieval trace so reviewers can place the passage before judging its route label.,BACKGROUND,EXAMPLE,policy context; retrieval trace; source context,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0154,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0154.md,The project note records why controls and route extraction appear together in the benchmark context.,BACKGROUND,EXAMPLE,controls; route extraction; source context,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0155,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0155.md,A policy context page introduces risk management vocabulary before any substantive extraction claim is made.,BACKGROUND,EXAMPLE,risk management; human review; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0156,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0156.md,A source packet frames source context alongside incident response so reviewers can place the passage before judging its route label.,BACKGROUND,EXAMPLE,source context; incident response,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0157,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0157.md,The project note records why mismatch review and answer support appear together in the benchmark context.,BACKGROUND,EXAMPLE,mismatch review; answer support; source context,DESCRIPTIVE,sets_context,MAYBE,EASY,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0158,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0158.md,A policy context page introduces gold labels vocabulary before any substantive extraction claim is made.,BACKGROUND,EXAMPLE,gold labels; risk management; source context,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0159,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0159.md,A source packet frames RouteMap segment alongside gold labels so reviewers can place the passage before judging its route label.,BACKGROUND,EXAMPLE,RouteMap segment; gold labels; source context,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0160,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0160.md,The project note records why secure AI development and LLM application security appear together in the benchmark context.,BACKGROUND,EXAMPLE,secure AI development; LLM application security; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0161,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0161.md,A policy context page introduces LLM application security vocabulary before any substantive extraction claim is made.,BACKGROUND,EXAMPLE,LLM application security; privacy; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0162,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0162.md,A source packet frames AI safety evaluation alongside retrieval trace so reviewers can place the passage before judging its route label.,BACKGROUND,EXAMPLE,AI safety evaluation; retrieval trace; source context,DESCRIPTIVE,sets_context,MAYBE,EASY,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0163,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0163.md,The project note records why model release governance and route extraction appear together in the benchmark context.,BACKGROUND,EXAMPLE,model release governance; route extraction; source context,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0164,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0164.md,A policy context page introduces privacy vocabulary before any substantive extraction claim is made.,BACKGROUND,EXAMPLE,privacy; human review; source context,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0165,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0165.md,A source packet frames consent boundary alongside incident response so reviewers can place the passage before judging its route label.,BACKGROUND,EXAMPLE,consent boundary; incident response; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0166,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0166.md,The project note records why permission boundary and answer support appear together in the benchmark context.,BACKGROUND,EXAMPLE,permission boundary; answer support; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0167,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0167.md,A policy context page introduces retrieval trace vocabulary before any substantive extraction claim is made.,BACKGROUND,EXAMPLE,retrieval trace; risk management; source context,DESCRIPTIVE,sets_context,MAYBE,EASY,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0168,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0168.md,A source packet frames route provenance alongside gold labels so reviewers can place the passage before judging its route label.,BACKGROUND,EXAMPLE,route provenance; gold labels; source context,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0169,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0169.md,The project note records why RouteMap and LLM application security appear together in the benchmark context.,BACKGROUND,EXAMPLE,RouteMap; LLM application security; source context,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0170,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0170.md,A policy context page introduces route extraction vocabulary before any substantive extraction claim is made.,BACKGROUND,EXAMPLE,route extraction; privacy; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0171,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0171.md,A source packet frames benchmark alongside retrieval trace so reviewers can place the passage before judging its route label.,BACKGROUND,EXAMPLE,benchmark; retrieval trace; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0172,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0172.md,The project note records why evaluation and route extraction appear together in the benchmark context.,BACKGROUND,EXAMPLE,evaluation; route extraction; source context,DESCRIPTIVE,sets_context,MAYBE,EASY,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0173,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0173.md,A policy context page introduces human review vocabulary before any substantive extraction claim is made.,BACKGROUND,EXAMPLE,human review; source context,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0174,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0174.md,A source packet frames evidence selection alongside incident response so reviewers can place the passage before judging its route label.,BACKGROUND,EXAMPLE,evidence selection; incident response; source context,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0175,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0175.md,The project note records why tool-use security and answer support appear together in the benchmark context.,BACKGROUND,EXAMPLE,tool-use security; answer support; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than EXAMPLE for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0176,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0176.md,"During an incident drill, the audit trail links incident response to one passage and risk management to another.",EXAMPLE,BACKGROUND,incident response; risk management,DESCRIPTIVE,gives_example,YES,HARD,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0177,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0177.md,"In one release review, a reviewer accepted agent memory but sent gold labels back for a second check.",EXAMPLE,BACKGROUND,agent memory; gold labels,DESCRIPTIVE,gives_example,YES,EASY,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0178,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0178.md,A tenant report shows audit trail in the retrieved path while LLM application security appears only in the notes.,EXAMPLE,BACKGROUND,audit trail; LLM application security,DESCRIPTIVE,gives_example,YES,MEDIUM,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0179,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0179.md,"During an incident drill, the audit trail links answer support to one passage and privacy to another.",EXAMPLE,BACKGROUND,answer support; privacy,DESCRIPTIVE,gives_example,YES,MEDIUM,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0180,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0180.md,"In one release review, a reviewer accepted policy context but sent retrieval trace back for a second check.",EXAMPLE,BACKGROUND,policy context; retrieval trace,DESCRIPTIVE,gives_example,YES,HARD,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0181,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0181.md,A tenant report shows controls in the retrieved path while route extraction appears only in the notes.,EXAMPLE,BACKGROUND,controls; route extraction,DESCRIPTIVE,gives_example,YES,HARD,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0182,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0182.md,"During an incident drill, the audit trail links risk management to one passage and human review to another.",EXAMPLE,BACKGROUND,risk management; human review,DESCRIPTIVE,gives_example,YES,EASY,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0183,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0183.md,"In one release review, a reviewer accepted source context but sent incident response back for a second check.",EXAMPLE,BACKGROUND,source context; incident response,DESCRIPTIVE,gives_example,YES,MEDIUM,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0184,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0184.md,A tenant report shows mismatch review in the retrieved path while answer support appears only in the notes.,EXAMPLE,BACKGROUND,mismatch review; answer support,DESCRIPTIVE,gives_example,YES,MEDIUM,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0185,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0185.md,"During an incident drill, the audit trail links gold labels to one passage and risk management to another.",EXAMPLE,BACKGROUND,gold labels; risk management,DESCRIPTIVE,gives_example,YES,HARD,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0186,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0186.md,"In one release review, a reviewer accepted RouteMap segment but sent gold labels back for a second check.",EXAMPLE,BACKGROUND,RouteMap segment; gold labels,DESCRIPTIVE,gives_example,YES,HARD,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0187,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0187.md,A tenant report shows secure AI development in the retrieved path while LLM application security appears only in the notes.,EXAMPLE,BACKGROUND,secure AI development; LLM application security,DESCRIPTIVE,gives_example,YES,EASY,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0188,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0188.md,"During an incident drill, the audit trail links LLM application security to one passage and privacy to another.",EXAMPLE,BACKGROUND,LLM application security; privacy,DESCRIPTIVE,gives_example,YES,MEDIUM,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0189,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0189.md,"In one release review, a reviewer accepted AI safety evaluation but sent retrieval trace back for a second check.",EXAMPLE,BACKGROUND,AI safety evaluation; retrieval trace,DESCRIPTIVE,gives_example,YES,MEDIUM,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0190,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0190.md,A tenant report shows model release governance in the retrieved path while route extraction appears only in the notes.,EXAMPLE,BACKGROUND,model release governance; route extraction,DESCRIPTIVE,gives_example,YES,HARD,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0191,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0191.md,"During an incident drill, the audit trail links privacy to one passage and human review to another.",EXAMPLE,BACKGROUND,privacy; human review,DESCRIPTIVE,gives_example,YES,HARD,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0192,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0192.md,"In one release review, a reviewer accepted consent boundary but sent incident response back for a second check.",EXAMPLE,BACKGROUND,consent boundary; incident response,DESCRIPTIVE,gives_example,YES,EASY,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0193,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0193.md,A tenant report shows permission boundary in the retrieved path while answer support appears only in the notes.,EXAMPLE,BACKGROUND,permission boundary; answer support,DESCRIPTIVE,gives_example,YES,MEDIUM,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0194,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0194.md,"During an incident drill, the audit trail links retrieval trace to one passage and risk management to another.",EXAMPLE,BACKGROUND,retrieval trace; risk management,DESCRIPTIVE,gives_example,YES,MEDIUM,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0195,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0195.md,"In one release review, a reviewer accepted route provenance but sent gold labels back for a second check.",EXAMPLE,BACKGROUND,route provenance; gold labels,DESCRIPTIVE,gives_example,YES,HARD,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0196,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0196.md,A tenant report shows RouteMap in the retrieved path while LLM application security appears only in the notes.,EXAMPLE,BACKGROUND,RouteMap; LLM application security,DESCRIPTIVE,gives_example,YES,HARD,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0197,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0197.md,"During an incident drill, the audit trail links route extraction to one passage and privacy to another.",EXAMPLE,BACKGROUND,route extraction; privacy,DESCRIPTIVE,gives_example,YES,EASY,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0198,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0198.md,"In one release review, a reviewer accepted benchmark but sent retrieval trace back for a second check.",EXAMPLE,BACKGROUND,benchmark; retrieval trace,DESCRIPTIVE,gives_example,YES,MEDIUM,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0199,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0199.md,A tenant report shows evaluation in the retrieved path while route extraction appears only in the notes.,EXAMPLE,BACKGROUND,evaluation; route extraction,DESCRIPTIVE,gives_example,YES,MEDIUM,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0200,boundary_pair,BACKGROUND vs EXAMPLE,expanded_boundary_0200.md,"During an incident drill, the audit trail links human review to one passage and RouteMap to another.",EXAMPLE,BACKGROUND,human review,DESCRIPTIVE,gives_example,YES,HARD,Intended as EXAMPLE rather than BACKGROUND for the BACKGROUND vs EXAMPLE boundary.
EXPAND_S0201,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0201.md,A source packet frames evidence selection alongside incident response so reviewers can place the passage before judging its route label.,BACKGROUND,RESULT,evidence selection; incident response; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
EXPAND_S0202,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0202.md,The project note records why tool-use security and answer support appear together in the benchmark context.,BACKGROUND,RESULT,tool-use security; answer support; source context,DESCRIPTIVE,sets_context,MAYBE,EASY,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
EXPAND_S0203,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0203.md,A policy context page introduces incident response vocabulary before any substantive extraction claim is made.,BACKGROUND,RESULT,incident response; risk management; source context,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
EXPAND_S0204,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0204.md,A source packet frames agent memory alongside gold labels so reviewers can place the passage before judging its route label.,BACKGROUND,RESULT,agent memory; gold labels; source context,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
EXPAND_S0205,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0205.md,The project note records why audit trail and LLM application security appear together in the benchmark context.,BACKGROUND,RESULT,audit trail; LLM application security; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
EXPAND_S0206,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0206.md,A policy context page introduces answer support vocabulary before any substantive extraction claim is made.,BACKGROUND,RESULT,answer support; privacy; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
EXPAND_S0207,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0207.md,A source packet frames policy context alongside retrieval trace so reviewers can place the passage before judging its route label.,BACKGROUND,RESULT,policy context; retrieval trace; source context,DESCRIPTIVE,sets_context,MAYBE,EASY,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
EXPAND_S0208,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0208.md,The project note records why controls and route extraction appear together in the benchmark context.,BACKGROUND,RESULT,controls; route extraction; source context,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
EXPAND_S0209,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0209.md,A policy context page introduces risk management vocabulary before any substantive extraction claim is made.,BACKGROUND,RESULT,risk management; human review; source context,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
EXPAND_S0210,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0210.md,A source packet frames source context alongside incident response so reviewers can place the passage before judging its route label.,BACKGROUND,RESULT,source context; incident response,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
EXPAND_S0211,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0211.md,The project note records why mismatch review and answer support appear together in the benchmark context.,BACKGROUND,RESULT,mismatch review; answer support; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
EXPAND_S0212,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0212.md,A policy context page introduces gold labels vocabulary before any substantive extraction claim is made.,BACKGROUND,RESULT,gold labels; risk management; source context,DESCRIPTIVE,sets_context,MAYBE,EASY,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
EXPAND_S0213,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0213.md,A source packet frames RouteMap segment alongside gold labels so reviewers can place the passage before judging its route label.,BACKGROUND,RESULT,RouteMap segment; gold labels; source context,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
EXPAND_S0214,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0214.md,The project note records why secure AI development and LLM application security appear together in the benchmark context.,BACKGROUND,RESULT,secure AI development; LLM application security; source context,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
EXPAND_S0215,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0215.md,A policy context page introduces LLM application security vocabulary before any substantive extraction claim is made.,BACKGROUND,RESULT,LLM application security; privacy; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
EXPAND_S0216,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0216.md,A source packet frames AI safety evaluation alongside retrieval trace so reviewers can place the passage before judging its route label.,BACKGROUND,RESULT,AI safety evaluation; retrieval trace; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
EXPAND_S0217,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0217.md,The project note records why model release governance and route extraction appear together in the benchmark context.,BACKGROUND,RESULT,model release governance; route extraction; source context,DESCRIPTIVE,sets_context,MAYBE,EASY,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
EXPAND_S0218,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0218.md,A policy context page introduces privacy vocabulary before any substantive extraction claim is made.,BACKGROUND,RESULT,privacy; human review; source context,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
EXPAND_S0219,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0219.md,A source packet frames consent boundary alongside incident response so reviewers can place the passage before judging its route label.,BACKGROUND,RESULT,consent boundary; incident response; source context,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
EXPAND_S0220,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0220.md,The project note records why permission boundary and answer support appear together in the benchmark context.,BACKGROUND,RESULT,permission boundary; answer support; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
EXPAND_S0221,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0221.md,A policy context page introduces retrieval trace vocabulary before any substantive extraction claim is made.,BACKGROUND,RESULT,retrieval trace; risk management; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
EXPAND_S0222,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0222.md,A source packet frames route provenance alongside gold labels so reviewers can place the passage before judging its route label.,BACKGROUND,RESULT,route provenance; gold labels; source context,DESCRIPTIVE,sets_context,MAYBE,EASY,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
EXPAND_S0223,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0223.md,The project note records why RouteMap and LLM application security appear together in the benchmark context.,BACKGROUND,RESULT,RouteMap; LLM application security; source context,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
EXPAND_S0224,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0224.md,A policy context page introduces route extraction vocabulary before any substantive extraction claim is made.,BACKGROUND,RESULT,route extraction; privacy; source context,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
EXPAND_S0225,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0225.md,A source packet frames benchmark alongside retrieval trace so reviewers can place the passage before judging its route label.,BACKGROUND,RESULT,benchmark; retrieval trace; source context,DESCRIPTIVE,sets_context,MAYBE,HARD,Intended as BACKGROUND rather than RESULT for the BACKGROUND vs RESULT boundary.
EXPAND_S0226,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0226.md,The mismatch review shows evaluation improved after adding labels while route extraction remained unstable.,RESULT,BACKGROUND,evaluation; route extraction,DESCRIPTIVE,reports_usefulness,YES,HARD,Intended as RESULT rather than BACKGROUND for the BACKGROUND vs RESULT boundary.
EXPAND_S0227,boundary_pair,BACKGROUND vs RESULT,expanded_boundary_0227.md,The benchmark output reports that human review was selected more consistently than evaluation.,RESULT,BACKGROUND,human review; evaluation,DESCRIPTIVE,reports_usefulness,YES,EASY,Intended as RESULT rather than BACKGROUND for the BACKGROUND vs RESULT boundary.
