setting,model,prediction_column,taxonomy,boundary_pair,accuracy,count
B_plus_boundary_train,word_unigram_bigram_nb,pred_B_plus_boundary_train_word_unigram_bigram_nb,coarse_5,BACKGROUND_vs_CLAIM,1.000000,5
B_plus_boundary_train,word_unigram_bigram_nb,pred_B_plus_boundary_train_word_unigram_bigram_nb,coarse_5,BACKGROUND_vs_EXAMPLE,1.000000,5
B_plus_boundary_train,word_unigram_bigram_nb,pred_B_plus_boundary_train_word_unigram_bigram_nb,coarse_5,BACKGROUND_vs_RESULT,1.000000,5
B_plus_boundary_train,word_unigram_bigram_nb,pred_B_plus_boundary_train_word_unigram_bigram_nb,coarse_5,CLAIM_vs_DEFINE,0.800000,5
B_plus_boundary_train,word_unigram_bigram_nb,pred_B_plus_boundary_train_word_unigram_bigram_nb,coarse_5,CLAIM_vs_METHOD,1.000000,5
B_plus_boundary_train,word_unigram_bigram_nb,pred_B_plus_boundary_train_word_unigram_bigram_nb,coarse_5,METHOD_vs_EXAMPLE,1.000000,5
B_plus_boundary_train,word_unigram_bigram_nb,pred_B_plus_boundary_train_word_unigram_bigram_nb,coarse_5,RESULT_vs_CLAIM,1.000000,5
B_plus_boundary_train,word_unigram_bigram_nb,pred_B_plus_boundary_train_word_unigram_bigram_nb,coarse_5,RESULT_vs_METHOD,1.000000,5
B_plus_boundary_train,word_unigram_bigram_nb,pred_B_plus_boundary_train_word_unigram_bigram_nb,coarse_4,ALL,0.975000,40
B_plus_boundary_train,word_unigram_bigram_nb,pred_B_plus_boundary_train_word_unigram_bigram_nb,coarse_4,BACKGROUND_vs_CLAIM,1.000000,5
B_plus_boundary_train,word_unigram_bigram_nb,pred_B_plus_boundary_train_word_unigram_bigram_nb,coarse_4,BACKGROUND_vs_EXAMPLE,1.000000,5
B_plus_boundary_train,word_unigram_bigram_nb,pred_B_plus_boundary_train_word_unigram_bigram_nb,coarse_4,BACKGROUND_vs_RESULT,1.000000,5
B_plus_boundary_train,word_unigram_bigram_nb,pred_B_plus_boundary_train_word_unigram_bigram_nb,coarse_4,CLAIM_vs_DEFINE,0.800000,5
B_plus_boundary_train,word_unigram_bigram_nb,pred_B_plus_boundary_train_word_unigram_bigram_nb,coarse_4,CLAIM_vs_METHOD,1.000000,5
B_plus_boundary_train,word_unigram_bigram_nb,pred_B_plus_boundary_train_word_unigram_bigram_nb,coarse_4,METHOD_vs_EXAMPLE,1.000000,5
B_plus_boundary_train,word_unigram_bigram_nb,pred_B_plus_boundary_train_word_unigram_bigram_nb,coarse_4,RESULT_vs_CLAIM,1.000000,5
B_plus_boundary_train,word_unigram_bigram_nb,pred_B_plus_boundary_train_word_unigram_bigram_nb,coarse_4,RESULT_vs_METHOD,1.000000,5
B_plus_boundary_train,word_unigram_bigram_nb,pred_B_plus_boundary_train_word_unigram_bigram_nb,coarse_3,ALL,0.975000,40
B_plus_boundary_train,word_unigram_bigram_nb,pred_B_plus_boundary_train_word_unigram_bigram_nb,coarse_3,BACKGROUND_vs_CLAIM,1.000000,5
B_plus_boundary_train,word_unigram_bigram_nb,pred_B_plus_boundary_train_word_unigram_bigram_nb,coarse_3,BACKGROUND_vs_EXAMPLE,1.000000,5
B_plus_boundary_train,word_unigram_bigram_nb,pred_B_plus_boundary_train_word_unigram_bigram_nb,coarse_3,BACKGROUND_vs_RESULT,1.000000,5
B_plus_boundary_train,word_unigram_bigram_nb,pred_B_plus_boundary_train_word_unigram_bigram_nb,coarse_3,CLAIM_vs_DEFINE,0.800000,5
B_plus_boundary_train,word_unigram_bigram_nb,pred_B_plus_boundary_train_word_unigram_bigram_nb,coarse_3,CLAIM_vs_METHOD,1.000000,5
B_plus_boundary_train,word_unigram_bigram_nb,pred_B_plus_boundary_train_word_unigram_bigram_nb,coarse_3,METHOD_vs_EXAMPLE,1.000000,5
B_plus_boundary_train,word_unigram_bigram_nb,pred_B_plus_boundary_train_word_unigram_bigram_nb,coarse_3,RESULT_vs_CLAIM,1.000000,5
B_plus_boundary_train,word_unigram_bigram_nb,pred_B_plus_boundary_train_word_unigram_bigram_nb,coarse_3,RESULT_vs_METHOD,1.000000,5
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,fine_8,ALL,0.950000,40
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,fine_8,BACKGROUND_vs_CLAIM,1.000000,5
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,fine_8,BACKGROUND_vs_EXAMPLE,1.000000,5
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,fine_8,BACKGROUND_vs_RESULT,1.000000,5
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,fine_8,CLAIM_vs_DEFINE,0.600000,5
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,fine_8,CLAIM_vs_METHOD,1.000000,5
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,fine_8,METHOD_vs_EXAMPLE,1.000000,5
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,fine_8,RESULT_vs_CLAIM,1.000000,5
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,fine_8,RESULT_vs_METHOD,1.000000,5
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,coarse_5,ALL,1.000000,40
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,coarse_5,BACKGROUND_vs_CLAIM,1.000000,5
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,coarse_5,BACKGROUND_vs_EXAMPLE,1.000000,5
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,coarse_5,BACKGROUND_vs_RESULT,1.000000,5
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,coarse_5,CLAIM_vs_DEFINE,1.000000,5
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,coarse_5,CLAIM_vs_METHOD,1.000000,5
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,coarse_5,METHOD_vs_EXAMPLE,1.000000,5
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,coarse_5,RESULT_vs_CLAIM,1.000000,5
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,coarse_5,RESULT_vs_METHOD,1.000000,5
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,coarse_4,ALL,1.000000,40
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,coarse_4,BACKGROUND_vs_CLAIM,1.000000,5
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,coarse_4,BACKGROUND_vs_EXAMPLE,1.000000,5
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,coarse_4,BACKGROUND_vs_RESULT,1.000000,5
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,coarse_4,CLAIM_vs_DEFINE,1.000000,5
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,coarse_4,CLAIM_vs_METHOD,1.000000,5
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,coarse_4,METHOD_vs_EXAMPLE,1.000000,5
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,coarse_4,RESULT_vs_CLAIM,1.000000,5
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,coarse_4,RESULT_vs_METHOD,1.000000,5
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,coarse_3,ALL,1.000000,40
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,coarse_3,BACKGROUND_vs_CLAIM,1.000000,5
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,coarse_3,BACKGROUND_vs_EXAMPLE,1.000000,5
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,coarse_3,BACKGROUND_vs_RESULT,1.000000,5
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,coarse_3,CLAIM_vs_DEFINE,1.000000,5
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,coarse_3,CLAIM_vs_METHOD,1.000000,5
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,coarse_3,METHOD_vs_EXAMPLE,1.000000,5
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,coarse_3,RESULT_vs_CLAIM,1.000000,5
B_plus_boundary_train,char_3_5gram_nb,pred_B_plus_boundary_train_char_3_5gram_nb,coarse_3,RESULT_vs_METHOD,1.000000,5
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,fine_8,ALL,0.950000,40
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,fine_8,BACKGROUND_vs_CLAIM,1.000000,5
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,fine_8,BACKGROUND_vs_EXAMPLE,1.000000,5
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,fine_8,BACKGROUND_vs_RESULT,1.000000,5
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,fine_8,CLAIM_vs_DEFINE,0.600000,5
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,fine_8,CLAIM_vs_METHOD,1.000000,5
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,fine_8,METHOD_vs_EXAMPLE,1.000000,5
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,fine_8,RESULT_vs_CLAIM,1.000000,5
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,fine_8,RESULT_vs_METHOD,1.000000,5
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,coarse_5,ALL,0.950000,40
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,coarse_5,BACKGROUND_vs_CLAIM,1.000000,5
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,coarse_5,BACKGROUND_vs_EXAMPLE,1.000000,5
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,coarse_5,BACKGROUND_vs_RESULT,1.000000,5
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,coarse_5,CLAIM_vs_DEFINE,0.600000,5
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,coarse_5,CLAIM_vs_METHOD,1.000000,5
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,coarse_5,METHOD_vs_EXAMPLE,1.000000,5
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,coarse_5,RESULT_vs_CLAIM,1.000000,5
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,coarse_5,RESULT_vs_METHOD,1.000000,5
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,coarse_4,ALL,0.950000,40
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,coarse_4,BACKGROUND_vs_CLAIM,1.000000,5
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,coarse_4,BACKGROUND_vs_EXAMPLE,1.000000,5
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,coarse_4,BACKGROUND_vs_RESULT,1.000000,5
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,coarse_4,CLAIM_vs_DEFINE,0.600000,5
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,coarse_4,CLAIM_vs_METHOD,1.000000,5
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,coarse_4,METHOD_vs_EXAMPLE,1.000000,5
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,coarse_4,RESULT_vs_CLAIM,1.000000,5
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,coarse_4,RESULT_vs_METHOD,1.000000,5
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,coarse_3,ALL,0.975000,40
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,coarse_3,BACKGROUND_vs_CLAIM,1.000000,5
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,coarse_3,BACKGROUND_vs_EXAMPLE,1.000000,5
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,coarse_3,BACKGROUND_vs_RESULT,1.000000,5
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,coarse_3,CLAIM_vs_DEFINE,0.800000,5
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,coarse_3,CLAIM_vs_METHOD,1.000000,5
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,coarse_3,METHOD_vs_EXAMPLE,1.000000,5
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,coarse_3,RESULT_vs_CLAIM,1.000000,5
B_plus_boundary_train,simple_centroid_tfidf_like,pred_B_plus_boundary_train_simple_centroid_tfidf_like,coarse_3,RESULT_vs_METHOD,1.000000,5
