segment_id,gold_role,combined_role,D_role,R6_role,combined_role_correct,D_role_correct,R6_role_correct,combined_coarse3_correct,D_coarse3_correct,R6_coarse3_correct,gold_entities,combined_entities,D_entities,R6_entities,combined_entity_jaccard,D_entity_jaccard,R6_entity_jaccard,combined_entity_exact,D_entity_exact,R6_entity_exact,gold_status,combined_status,D_status,R6_status,combined_status_correct,D_status_correct,R6_status_correct,gold_relation,combined_relation,D_relation,R6_relation,combined_relation_correct,D_relation_correct,R6_relation_correct,gold_answer,combined_answer,D_answer,R6_answer,combined_answer_correct,D_answer_correct,R6_answer_correct,combined_strict_correct,D_strict_correct,R6_strict_correct,combined_relaxed_1_correct,D_relaxed_1_correct,R6_relaxed_1_correct,combined_relaxed_2_correct,D_relaxed_2_correct,R6_relaxed_2_correct,combined_relaxed_3_correct,D_relaxed_3_correct,R6_relaxed_3_correct,outcome_bucket,strict_blockers_for_R6
EXPAND_S0354,CLAIM,EXAMPLE,LIMITATION,EXAMPLE,NO,NO,NO,YES,NO,YES,consent boundary; incident response; risk management,consent boundary; human review; incident response; RouteMap,consent boundary; human review; incident response; RouteMap,consent boundary; human review; incident response; RouteMap,0.400000,0.400000,0.400000,NO,NO,NO,ACTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,NO,NO,NO,asserts,gives_example,limits,gives_example,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_coarse_guard_saved_row,role; entity; status; relation; multiple
EXPAND_S0364,CLAIM,DEFINE,LIMITATION,DEFINE,NO,NO,NO,YES,NO,YES,tool-use security; answer support; risk management,answer support; LLM application security; RouteMap; tool-use security,answer support; LLM application security; RouteMap; tool-use security,answer support; LLM application security; RouteMap; tool-use security,0.400000,0.400000,0.400000,NO,NO,NO,ACTIVE,DESCRIPTIVE,NEGATED,DESCRIPTIVE,NO,NO,NO,asserts,defines,limits,defines,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_coarse_guard_saved_row,role; entity; status; relation; multiple
EXPAND_S0378,METHOD,METHOD,BACKGROUND,METHOD,YES,NO,YES,YES,NO,YES,AI safety evaluation; retrieval trace; controls,AI safety evaluation; evaluation; human review; retrieval; retrieval trace,AI safety evaluation; evaluation; human review; retrieval; retrieval trace,AI safety evaluation; evaluation; human review; retrieval; retrieval trace,0.333333,0.333333,0.333333,NO,NO,NO,ACTIVE,ACTIVE,DESCRIPTIVE,ACTIVE,YES,NO,YES,recommends,recommends,sets_context,recommends,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_success,entity
EXPAND_S0379,METHOD,METHOD,METHOD,METHOD,YES,YES,YES,YES,YES,YES,model release governance; route extraction; controls,audit trail; evidence selection; governance; model release governance; route extraction; RouteMap,audit trail; evidence selection; governance; model release governance; route extraction; RouteMap,audit trail; evidence selection; governance; model release governance; route extraction; RouteMap,0.285714,0.285714,0.285714,NO,NO,NO,ACTIVE,ACTIVE,DESCRIPTIVE,ACTIVE,YES,NO,YES,recommends,recommends,recommends,recommends,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,entity_blocks_R6,entity
EXPAND_S0389,METHOD,METHOD,BACKGROUND,METHOD,YES,NO,YES,YES,NO,YES,human review; controls,controls; human review; RouteMap,controls; human review; RouteMap,controls; human review; RouteMap,0.666667,0.666667,0.666667,NO,NO,NO,ACTIVE,ACTIVE,DESCRIPTIVE,ACTIVE,YES,NO,YES,recommends,recommends,sets_context,recommends,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,R6_preserves_combined_relaxed3,entity
EXPAND_S0417,BACKGROUND,BACKGROUND,BACKGROUND,BACKGROUND,YES,YES,YES,YES,YES,YES,audit trail; secure AI development; RouteMap,audit trail; benchmark; secure AI development,audit trail; benchmark; secure AI development,audit trail; benchmark; secure AI development,0.500000,0.500000,0.500000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,sets_context,sets_context,sets_context,sets_context,YES,YES,YES,MAYBE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,multi_field_blocks_R6,entity; answer; multiple
EXPAND_S0418,CLAIM,DEFINE,CLAIM,CLAIM,NO,YES,YES,YES,YES,YES,answer support; LLM application security; RouteMap,answer support,answer support,answer support,0.333333,0.333333,0.333333,NO,NO,NO,ACTIVE,DESCRIPTIVE,ACTIVE,DESCRIPTIVE,NO,YES,NO,asserts,defines,asserts,defines,NO,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,multi_field_blocks_R6,entity; status; relation; multiple
EXPAND_S0419,DEFINE,DEFINE,BACKGROUND,DEFINE,YES,NO,YES,YES,NO,YES,policy context; AI safety evaluation; route extraction,AI safety evaluation; evaluation; policy context,AI safety evaluation; evaluation; policy context,AI safety evaluation; evaluation; policy context,0.500000,0.500000,0.500000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,defines,defines,sets_context,defines,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,R6_preserves_combined_relaxed3,entity
EXPAND_S0420,METHOD,METHOD,METHOD,METHOD,YES,YES,YES,YES,YES,YES,controls; model release governance; benchmark,audit trail; controls; evidence selection; governance; model release governance,audit trail; controls; evidence selection; governance; model release governance,audit trail; controls; evidence selection; governance; model release governance,0.333333,0.333333,0.333333,NO,NO,NO,ACTIVE,ACTIVE,DESCRIPTIVE,ACTIVE,YES,NO,YES,recommends,recommends,recommends,recommends,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,entity_blocks_R6,entity
EXPAND_S0421,RESULT,RESULT,RESULT,RESULT,YES,YES,YES,YES,YES,YES,risk management; privacy; RouteMap,benchmark; evaluation; privacy; risk management,benchmark; evaluation; privacy; risk management,benchmark; evaluation; privacy; risk management,0.400000,0.400000,0.400000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,reports_usefulness,reports_usefulness,reports_usefulness,reports_usefulness,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,entity_blocks_R6,entity
EXPAND_S0422,LIMITATION,DEFINE,LIMITATION,DEFINE,NO,YES,NO,NO,YES,NO,source context; consent boundary; human review,consent boundary; retrieval; RouteMap; RouteMap segment; source context,consent boundary; retrieval; RouteMap; RouteMap segment; source context,consent boundary; retrieval; RouteMap; RouteMap segment; source context,0.333333,0.333333,0.333333,NO,NO,NO,LIMITED,DESCRIPTIVE,LIMITED,DESCRIPTIVE,NO,YES,NO,limits,defines,limits,defines,NO,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_failure,role; entity; status; relation; multiple
EXPAND_S0423,NEXT_STEP,RESULT,NEXT_STEP,NEXT_STEP,NO,YES,YES,YES,YES,YES,mismatch review; permission boundary; evidence selection,evaluation; mismatch review; permission boundary,evaluation; mismatch review; permission boundary,evaluation; mismatch review; permission boundary,0.500000,0.500000,0.500000,NO,NO,NO,ACTIVE,DESCRIPTIVE,ACTIVE,DESCRIPTIVE,NO,YES,NO,proposes_next_test,reports_usefulness,proposes_next_test,reports_usefulness,NO,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,R6_relaxed1_gain,entity; status; relation; multiple
EXPAND_S0424,EXAMPLE,METHOD,BACKGROUND,METHOD,NO,NO,NO,YES,NO,YES,gold labels; retrieval trace; tool-use security,audit trail; gold labels; retrieval; retrieval trace; RouteMap; RouteMap segment,audit trail; gold labels; retrieval; retrieval trace; RouteMap; RouteMap segment,audit trail; gold labels; retrieval; retrieval trace; RouteMap; RouteMap segment,0.285714,0.285714,0.285714,NO,NO,NO,DESCRIPTIVE,ACTIVE,DESCRIPTIVE,ACTIVE,NO,YES,NO,gives_example,recommends,sets_context,recommends,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_coarse_guard_saved_row,role; entity; status; relation; multiple
EXPAND_S0441,BACKGROUND,BACKGROUND,BACKGROUND,BACKGROUND,YES,YES,YES,YES,YES,YES,tool-use security; mismatch review; RouteMap,benchmark; consent boundary; LLM application security; mismatch review; tool-use security,benchmark; consent boundary; LLM application security; mismatch review; tool-use security,benchmark; consent boundary; LLM application security; mismatch review; tool-use security,0.333333,0.333333,0.333333,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,sets_context,sets_context,sets_context,sets_context,YES,YES,YES,MAYBE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,multi_field_blocks_R6,entity; answer; multiple
EXPAND_S0442,CLAIM,EXAMPLE,LIMITATION,EXAMPLE,NO,NO,NO,YES,NO,YES,incident response; gold labels; permission boundary,incident response,incident response,incident response,0.333333,0.333333,0.333333,NO,NO,NO,ACTIVE,DESCRIPTIVE,ACTIVE,DESCRIPTIVE,NO,YES,NO,asserts,gives_example,limits,gives_example,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_coarse_guard_saved_row,role; entity; status; relation; multiple
EXPAND_S0443,DEFINE,DEFINE,DEFINE,DEFINE,YES,YES,YES,YES,YES,YES,agent memory; RouteMap segment; retrieval trace,agent memory; RouteMap; RouteMap segment,agent memory; RouteMap; RouteMap segment,agent memory; RouteMap; RouteMap segment,0.500000,0.500000,0.500000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,defines,defines,defines,defines,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,entity_blocks_R6,entity
EXPAND_S0444,METHOD,CLAIM,METHOD,METHOD,NO,YES,YES,YES,YES,YES,audit trail; secure AI development; route provenance,audit trail; evidence selection; secure AI development,audit trail; evidence selection; secure AI development,audit trail; evidence selection; secure AI development,0.500000,0.500000,0.500000,NO,NO,NO,ACTIVE,ACTIVE,DESCRIPTIVE,ACTIVE,YES,NO,YES,recommends,asserts,sets_context,asserts,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,R6_relaxed1_gain,entity; relation; multiple
EXPAND_S0445,RESULT,DEFINE,BACKGROUND,DEFINE,NO,NO,NO,YES,NO,YES,answer support; LLM application security; RouteMap,answer support; benchmark; LLM application security,answer support; benchmark; LLM application security,answer support; benchmark; LLM application security,0.500000,0.500000,0.500000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,reports_usefulness,defines,sets_context,defines,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,YES,R6_preserves_combined_relaxed3,role; entity; relation; multiple
EXPAND_S0446,LIMITATION,BACKGROUND,LIMITATION,BACKGROUND,NO,YES,NO,NO,YES,NO,policy context; AI safety evaluation; route extraction,AI safety evaluation; evaluation; policy context; retrieval; route extraction; RouteMap; RouteMap segment,AI safety evaluation; evaluation; policy context; retrieval; route extraction; RouteMap; RouteMap segment,AI safety evaluation; evaluation; policy context; retrieval; route extraction; RouteMap; RouteMap segment,0.428571,0.428571,0.428571,NO,NO,NO,LIMITED,DESCRIPTIVE,NEGATED,DESCRIPTIVE,NO,NO,NO,limits,sets_context,limits,sets_context,NO,YES,NO,YES,MAYBE,MAYBE,MAYBE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_failure,role; entity; status; relation; answer; multiple
EXPAND_S0447,NEXT_STEP,RESULT,NEXT_STEP,NEXT_STEP,NO,YES,YES,YES,YES,YES,controls; model release governance; benchmark,controls; evaluation; governance; model release governance,controls; evaluation; governance; model release governance,controls; evaluation; governance; model release governance,0.400000,0.400000,0.400000,NO,NO,NO,ACTIVE,DESCRIPTIVE,ACTIVE,DESCRIPTIVE,NO,YES,NO,proposes_next_test,reports_usefulness,proposes_next_test,reports_usefulness,NO,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,multi_field_blocks_R6,entity; status; relation; multiple
EXPAND_S0448,EXAMPLE,EXAMPLE,BACKGROUND,EXAMPLE,YES,NO,YES,YES,NO,YES,risk management; privacy; evaluation,audit trail; privacy; risk management; RouteMap; RouteMap segment,audit trail; privacy; risk management; RouteMap; RouteMap segment,audit trail; privacy; risk management; RouteMap; RouteMap segment,0.333333,0.333333,0.333333,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,gives_example,gives_example,sets_context,gives_example,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_success,entity
EXPAND_S0457,BACKGROUND,BACKGROUND,BACKGROUND,BACKGROUND,YES,YES,YES,YES,YES,YES,privacy; human review; RouteMap,policy context; privacy,policy context; privacy,policy context; privacy,0.250000,0.250000,0.250000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,sets_context,sets_context,sets_context,sets_context,YES,YES,YES,MAYBE,MAYBE,MAYBE,MAYBE,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,entity_blocks_R6,entity
EXPAND_S0458,CLAIM,CLAIM,LIMITATION,CLAIM,YES,NO,YES,YES,NO,YES,consent boundary; evidence selection; risk management,consent boundary; evidence selection; human review; RouteMap,consent boundary; evidence selection; human review; RouteMap,consent boundary; evidence selection; human review; RouteMap,0.400000,0.400000,0.400000,NO,NO,NO,ACTIVE,ACTIVE,DESCRIPTIVE,ACTIVE,YES,NO,YES,asserts,asserts,limits,asserts,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_success,entity
EXPAND_S0459,DEFINE,METHOD,BACKGROUND,METHOD,NO,NO,NO,YES,NO,YES,permission boundary; tool-use security; source context,benchmark; LLM application security; permission boundary; RouteMap; RouteMap segment; tool-use security,benchmark; LLM application security; permission boundary; RouteMap; RouteMap segment; tool-use security,benchmark; LLM application security; permission boundary; RouteMap; RouteMap segment; tool-use security,0.285714,0.285714,0.285714,NO,NO,NO,DESCRIPTIVE,ACTIVE,DESCRIPTIVE,ACTIVE,NO,YES,NO,defines,recommends,sets_context,recommends,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_coarse_guard_saved_row,role; entity; status; relation; multiple
EXPAND_S0460,METHOD,METHOD,BACKGROUND,METHOD,YES,NO,YES,YES,NO,YES,retrieval trace; incident response; mismatch review,human review; incident response; retrieval; retrieval trace; RouteMap,human review; incident response; retrieval; retrieval trace; RouteMap,human review; incident response; retrieval; retrieval trace; RouteMap,0.333333,0.333333,0.333333,NO,NO,NO,ACTIVE,ACTIVE,DESCRIPTIVE,ACTIVE,YES,NO,YES,recommends,recommends,sets_context,recommends,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_success,entity
EXPAND_S0461,RESULT,RESULT,RESULT,RESULT,YES,YES,YES,YES,YES,YES,route provenance; agent memory; RouteMap,agent memory; evaluation; gold labels; route provenance,agent memory; evaluation; gold labels; route provenance,agent memory; evaluation; gold labels; route provenance,0.400000,0.400000,0.400000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,reports_usefulness,reports_usefulness,reports_usefulness,reports_usefulness,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,entity_blocks_R6,entity
EXPAND_S0462,LIMITATION,CLAIM,LIMITATION,CLAIM,NO,YES,NO,NO,YES,NO,RouteMap; audit trail; RouteMap segment,audit trail; human review; RouteMap,audit trail; human review; RouteMap,audit trail; human review; RouteMap,0.500000,0.500000,0.500000,NO,NO,NO,LIMITED,ACTIVE,ACTIVE,ACTIVE,NO,NO,NO,limits,asserts,limits,asserts,NO,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,R6_role_repair_failure,role; entity; status; relation; multiple
EXPAND_S0463,NEXT_STEP,DEFINE,CLAIM,CLAIM,NO,NO,NO,YES,YES,YES,route extraction; answer support; secure AI development,answer support; benchmark; route extraction; RouteMap,answer support; benchmark; route extraction; RouteMap,answer support; benchmark; route extraction; RouteMap,0.400000,0.400000,0.400000,NO,NO,NO,ACTIVE,DESCRIPTIVE,ACTIVE,DESCRIPTIVE,NO,YES,NO,proposes_next_test,defines,asserts,defines,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,multi_field_blocks_R6,role; entity; status; relation; multiple
EXPAND_S0464,EXAMPLE,EXAMPLE,BACKGROUND,EXAMPLE,YES,NO,YES,YES,NO,YES,benchmark; policy context; LLM application security,benchmark; human review; model release governance; policy context,benchmark; human review; model release governance; policy context,benchmark; human review; model release governance; policy context,0.400000,0.400000,0.400000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,gives_example,gives_example,sets_context,gives_example,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_success,entity
EXPAND_S0517,RESULT,BACKGROUND,BACKGROUND,BACKGROUND,NO,NO,NO,NO,NO,NO,route extraction; answer support; RouteMap,answer support; benchmark; route extraction; RouteMap,answer support; benchmark; route extraction; RouteMap,answer support; benchmark; route extraction; RouteMap,0.750000,0.750000,0.750000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,reports_usefulness,sets_context,sets_context,sets_context,NO,NO,NO,YES,MAYBE,MAYBE,MAYBE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,multi_field_blocks_R6,role; entity; relation; answer; multiple
EXPAND_S0518,LIMITATION,BACKGROUND,LIMITATION,BACKGROUND,NO,YES,NO,NO,YES,NO,benchmark; policy context; LLM application security,benchmark; policy context; retrieval; RouteMap; RouteMap segment,benchmark; policy context; retrieval; RouteMap; RouteMap segment,benchmark; policy context; retrieval; RouteMap; RouteMap segment,0.333333,0.333333,0.333333,NO,NO,NO,LIMITED,DESCRIPTIVE,ACTIVE,DESCRIPTIVE,NO,NO,NO,limits,sets_context,limits,sets_context,NO,YES,NO,YES,MAYBE,MAYBE,MAYBE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_role_repair_failure,role; entity; status; relation; answer; multiple
EXPAND_S0519,NEXT_STEP,RESULT,NEXT_STEP,NEXT_STEP,NO,YES,YES,YES,YES,YES,evaluation; controls; AI safety evaluation,controls; evaluation,controls; evaluation,controls; evaluation,0.666667,0.666667,0.666667,NO,NO,NO,ACTIVE,DESCRIPTIVE,ACTIVE,DESCRIPTIVE,NO,YES,NO,proposes_next_test,reports_usefulness,proposes_next_test,reports_usefulness,NO,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,R6_relaxed1_gain,entity; status; relation; multiple
EXPAND_S0520,EXAMPLE,CLAIM,BACKGROUND,CLAIM,NO,NO,NO,YES,NO,YES,human review; risk management; model release governance,audit trail; human review; risk management; RouteMap; RouteMap segment,audit trail; human review; risk management; RouteMap; RouteMap segment,audit trail; human review; risk management; RouteMap; RouteMap segment,0.333333,0.333333,0.333333,NO,NO,NO,DESCRIPTIVE,ACTIVE,DESCRIPTIVE,ACTIVE,NO,YES,NO,gives_example,asserts,sets_context,asserts,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,R6_coarse_guard_saved_row,role; entity; status; relation; multiple
EXPAND_S0545,BACKGROUND,BACKGROUND,BACKGROUND,BACKGROUND,YES,YES,YES,YES,YES,YES,benchmark; policy context; RouteMap,benchmark; human review; policy context; RouteMap; RouteMap segment,benchmark; human review; policy context; RouteMap; RouteMap segment,benchmark; human review; policy context; RouteMap; RouteMap segment,0.600000,0.600000,0.600000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,sets_context,sets_context,sets_context,sets_context,YES,YES,YES,MAYBE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,multi_field_blocks_R6,entity; answer; multiple
EXPAND_S0546,CLAIM,CLAIM,LIMITATION,CLAIM,YES,NO,YES,YES,NO,YES,evaluation; controls; AI safety evaluation,AI safety evaluation; answer support; controls; evaluation; RouteMap,AI safety evaluation; answer support; controls; evaluation; RouteMap,AI safety evaluation; answer support; controls; evaluation; RouteMap,0.600000,0.600000,0.600000,NO,NO,NO,ACTIVE,ACTIVE,DESCRIPTIVE,ACTIVE,YES,NO,YES,asserts,asserts,limits,asserts,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,R6_preserves_combined_relaxed3,entity
EXPAND_S0547,DEFINE,CLAIM,DEFINE,DEFINE,NO,YES,YES,YES,YES,YES,human review; risk management; model release governance,human review; risk management,human review; risk management,human review; risk management,0.666667,0.666667,0.666667,NO,NO,NO,DESCRIPTIVE,ACTIVE,DESCRIPTIVE,ACTIVE,NO,YES,NO,defines,asserts,defines,asserts,NO,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,R6_relaxed1_gain,entity; status; relation; multiple
EXPAND_S0548,METHOD,CLAIM,BACKGROUND,CLAIM,NO,NO,NO,YES,NO,YES,evidence selection; source context; privacy,evidence selection; human review; source context,evidence selection; human review; source context,evidence selection; human review; source context,0.500000,0.500000,0.500000,NO,NO,NO,ACTIVE,ACTIVE,DESCRIPTIVE,ACTIVE,YES,NO,YES,recommends,asserts,sets_context,asserts,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,R6_preserves_combined_relaxed3,role; entity; relation; multiple
EXPAND_S0549,RESULT,RESULT,BACKGROUND,RESULT,YES,NO,YES,YES,NO,YES,tool-use security; mismatch review; RouteMap,LLM application security; mismatch review; tool-use security,LLM application security; mismatch review; tool-use security,LLM application security; mismatch review; tool-use security,0.500000,0.500000,0.500000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,reports_usefulness,reports_usefulness,sets_context,reports_usefulness,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,R6_preserves_combined_relaxed3,entity
EXPAND_S0550,LIMITATION,LIMITATION,LIMITATION,LIMITATION,YES,YES,YES,YES,YES,YES,incident response; gold labels; permission boundary,gold labels; incident response,gold labels; incident response,gold labels; incident response,0.666667,0.666667,0.666667,NO,NO,NO,LIMITED,LIMITED,NEGATED,LIMITED,YES,NO,YES,limits,limits,limits,limits,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,entity_blocks_R6,entity
EXPAND_S0551,NEXT_STEP,NEXT_STEP,NEXT_STEP,NEXT_STEP,YES,YES,YES,YES,YES,YES,agent memory; RouteMap segment; retrieval trace,agent memory; benchmark; retrieval; retrieval trace; RouteMap; RouteMap segment,agent memory; benchmark; retrieval; retrieval trace; RouteMap; RouteMap segment,agent memory; benchmark; retrieval; retrieval trace; RouteMap; RouteMap segment,0.500000,0.500000,0.500000,NO,NO,NO,ACTIVE,ACTIVE,ACTIVE,ACTIVE,YES,YES,YES,proposes_next_test,proposes_next_test,proposes_next_test,proposes_next_test,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,entity_blocks_R6,entity
EXPAND_S0552,EXAMPLE,BACKGROUND,BACKGROUND,BACKGROUND,NO,NO,NO,NO,NO,NO,audit trail; secure AI development; route provenance,audit trail; retrieval; retrieval trace; secure AI development,audit trail; retrieval; retrieval trace; secure AI development,audit trail; retrieval; retrieval trace; secure AI development,0.400000,0.400000,0.400000,NO,NO,NO,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,DESCRIPTIVE,YES,YES,YES,gives_example,sets_context,sets_context,sets_context,NO,NO,NO,YES,MAYBE,MAYBE,MAYBE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,multi_field_blocks_R6,role; entity; relation; answer; multiple
