variant,matcher,threshold,segment_id,gold_entities,pred_entities,gold_count,pred_count,matches,soft_precision,soft_recall,soft_f1,soft_jaccard,matched_pairs
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB050,operators; shift change; cosmetic defect; safety-critical fault; line,Operators write short; Operators write short notes; during shift change; notes during shift; notes during shift change; Operators write; phrase can mean; safety-critical fault depending,5,8,3,0.375000,0.600000,0.461538,0.300000,"[{""gold"": ""safety-critical fault"", ""pred"": ""safety-critical fault depending"", ""score"": 0.8076923076923077}, {""gold"": ""shift change"", ""pred"": ""during shift change"", ""score"": 0.7741935483870968}, {""gold"": ""operators"", ""pred"": ""Operators write"", ""score"": 0.7272727272727273}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB051,machine ID; station; observed symptom; recurrence; production stop,ID station observed; ID station observed symptom; machine ID station; machine ID station observed; Each note; ID station; machine ID; observed symptom recurrence,5,8,3,0.375000,0.600000,0.461538,0.300000,"[{""gold"": ""machine ID"", ""pred"": ""machine ID"", ""score"": 1.0}, {""gold"": ""station"", ""pred"": ""ID station"", ""score"": 0.8235294117647058}, {""gold"": ""observed symptom"", ""pred"": ""ID station observed symptom"", ""score"": 0.7441860465116279}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB052,calibration rule; minor vibration notes; escalating risk; third occurrence; seven days,escalating risk after; minor vibration notes; repeated minor vibration; repeated minor vibration notes; treats repeated minor; treats repeated minor vibration; calibration rule; escalating risk,5,8,3,0.375000,0.600000,0.461538,0.300000,"[{""gold"": ""calibration rule"", ""pred"": ""calibration rule"", ""score"": 1.0}, {""gold"": ""escalating risk"", ""pred"": ""escalating risk"", ""score"": 1.0}, {""gold"": ""minor vibration notes"", ""pred"": ""minor vibration notes"", ""score"": 1.0}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB053,review; route classifier; downtime label; spare part,previous review showed; route classifier overused; classifier overused; downtime label; note mentioned; previous review; review showed; route classifier,4,8,3,0.375000,0.750000,0.500000,0.333333,"[{""gold"": ""downtime label"", ""pred"": ""downtime label"", ""score"": 1.0}, {""gold"": ""route classifier"", ""pred"": ""route classifier"", ""score"": 1.0}, {""gold"": ""review"", ""pred"": ""review showed"", ""score"": 0.631578947368421}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB054,fault; machine; planned maintenance,note explicitly says; explicitly says; note explicitly; planned maintenance; Do; escalate; explicitly; fault,3,8,2,0.250000,0.666667,0.363636,0.222222,"[{""gold"": ""fault"", ""pred"": ""fault"", ""score"": 1.0}, {""gold"": ""planned maintenance"", ""pred"": ""planned maintenance"", ""score"": 1.0}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB055,GreenLedger; supplier notes; carbon evidence; labour-risk concern; certification status; data gap; remediation action,GreenLedger maps supplier; GreenLedger maps supplier notes; carbon evidence labour-risk; carbon evidence labour-risk concern; certification status data; certification status data gap; concern certification status; concern certification status data,7,8,5,0.625000,0.714286,0.666667,0.500000,"[{""gold"": ""certification status"", ""pred"": ""certification status data"", ""score"": 0.8837209302325582}, {""gold"": ""carbon evidence"", ""pred"": ""carbon evidence labour-risk"", ""score"": 0.7142857142857143}, {""gold"": ""labour-risk concern"", ""pred"": ""carbon evidence labour-risk concern"", ""score"": 0.7037037037037037}, {""gold"": ""GreenLedger"", ""pred"": ""GreenLedger maps supplier"", ""score"": 0.6285714285714286}, {""gold"": ""supplier notes"", ""pred"": ""GreenLedger maps supplier notes"", ""score"": 0.6190476190476191}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB056,procurement teams; supplier claim; verified document,Procurement teams often; Procurement teams often record; Procurement teams; supplier s claim; teams often record; been verified; claim; noting whether,3,8,2,0.250000,0.666667,0.363636,0.222222,"[{""gold"": ""procurement teams"", ""pred"": ""Procurement teams"", ""score"": 1.0}, {""gold"": ""supplier claim"", ""pred"": ""supplier s claim"", ""score"": 0.9333333333333333}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB057,claim; evidence source; verification level; due date; audit; supplier follow-up; internal approval,audit supplier follow-up; claim evidence source; claim evidence source verification; evidence source verification; evidence source verification level; level due date; requires audit supplier; requires audit supplier follow-up,7,8,4,0.500000,0.571429,0.533333,0.363636,"[{""gold"": ""supplier follow-up"", ""pred"": ""audit supplier follow-up"", ""score"": 0.8571428571428571}, {""gold"": ""evidence source"", ""pred"": ""claim evidence source"", ""score"": 0.8333333333333334}, {""gold"": ""due date"", ""pred"": ""level due date"", ""score"": 0.7272727272727273}, {""gold"": ""verification level"", ""pred"": ""evidence source verification level"", ""score"": 0.6923076923076923}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB058,marketing brochure; certification; standard; certificate number,certificate number; certification unless; marketing brochure; named standard; Do; brochure; certificate; certification,4,8,4,0.500000,1.000000,0.666667,0.500000,"[{""gold"": ""certificate number"", ""pred"": ""certificate number"", ""score"": 1.0}, {""gold"": ""certification"", ""pred"": ""certification"", ""score"": 1.0}, {""gold"": ""marketing brochure"", ""pred"": ""marketing brochure"", ""score"": 1.0}, {""gold"": ""standard"", ""pred"": ""named standard"", ""score"": 0.7272727272727273}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB059,first pass; data-gap detection; supplier; expired certificate,but missed cases; data-gap detection but; data-gap detection but missed; detection but missed; detection but missed cases; first pass improved; first pass improved data-gap; improved data-gap detection,4,8,2,0.250000,0.500000,0.333333,0.200000,"[{""gold"": ""data-gap detection"", ""pred"": ""data-gap detection but"", ""score"": 0.9}, {""gold"": ""first pass"", ""pred"": ""first pass improved"", ""score"": 0.6666666666666666}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB060,fresh blind batch; suppliers; pilot sectors; production scoring threshold,fresh blind batch; original pilot sectors; production scoring threshold; blind batch; fresh blind; original pilot; pilot sectors; production scoring,4,8,3,0.375000,0.750000,0.500000,0.333333,"[{""gold"": ""fresh blind batch"", ""pred"": ""fresh blind batch"", ""score"": 1.0}, {""gold"": ""pilot sectors"", ""pred"": ""pilot sectors"", ""score"": 1.0}, {""gold"": ""production scoring threshold"", ""pred"": ""production scoring threshold"", ""score"": 1.0}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB061,EventMesh; live-event incident notes; crowd flow; medical support; access control; technical fault; steward deployment,EventMesh routes live-event; EventMesh routes live-event incident; access control technical; access control technical fault; control technical fault; crowd flow medical; crowd flow medical support; EventMesh routes,7,8,6,0.750000,0.857143,0.800000,0.666667,"[{""gold"": ""technical fault"", ""pred"": ""control technical fault"", ""score"": 0.7894736842105263}, {""gold"": ""EventMesh"", ""pred"": ""EventMesh routes"", ""score"": 0.75}, {""gold"": ""medical support"", ""pred"": ""crowd flow medical support"", ""score"": 0.7317073170731707}, {""gold"": ""access control"", ""pred"": ""access control technical"", ""score"": 0.7222222222222222}, {""gold"": ""crowd flow"", ""pred"": ""crowd flow medical"", ""score"": 0.7142857142857143}, {""gold"": ""live-event incident notes"", ""pred"": ""EventMesh routes live-event incident"", ""score"": 0.6440677966101694}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB062,busy event; radio messages; issue; action,busy event radio; busy event radio messages; event radio messages; often omit whether; still needs action; already handled; busy event; event radio,4,8,2,0.250000,0.500000,0.333333,0.200000,"[{""gold"": ""busy event"", ""pred"": ""busy event"", ""score"": 1.0}, {""gold"": ""radio messages"", ""pred"": ""event radio messages"", ""score"": 0.8125}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB063,zone; incident type; urgency; current owner; incident,extract zone incident; extract zone incident type; incident type urgency; incident type urgency current; type urgency current; type urgency current owner; urgency current owner; zone incident type,5,8,2,0.250000,0.400000,0.307692,0.181818,"[{""gold"": ""incident type"", ""pred"": ""zone incident type"", ""score"": 0.8387096774193549}, {""gold"": ""current owner"", ""pred"": ""urgency current owner"", ""score"": 0.7647058823529411}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB064,Gate C; scanner; queue; technical fault; crowd-flow monitoring,C scanner offline; Gate C scanner; Gate C scanner offline; note saying Gate; note saying Gate C; saying Gate C; saying Gate C scanner; both technical fault,5,8,3,0.375000,0.600000,0.461538,0.300000,"[{""gold"": ""technical fault"", ""pred"": ""both technical fault"", ""score"": 0.8571428571428571}, {""gold"": ""scanner"", ""pred"": ""Gate C scanner"", ""score"": 0.6666666666666666}, {""gold"": ""Gate C"", ""pred"": ""saying Gate C"", ""score"": 0.631578947368421}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB065,medical note; medical keywords; priority; review,medical note because; preserve priority until; preserve priority until reviewed; priority until reviewed; short medical keywords; medical; medical keywords; medical note,4,8,2,0.250000,0.500000,0.333333,0.200000,"[{""gold"": ""medical keywords"", ""pred"": ""medical keywords"", ""score"": 1.0}, {""gold"": ""medical note"", ""pred"": ""medical note"", ""score"": 1.0}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB066,model; blind set; venue; venue-specific language; scores,venue-specific language does; blind set; different venue; inflate scores; language does; venue-specific language; Test; blind,5,8,2,0.250000,0.400000,0.307692,0.181818,"[{""gold"": ""blind set"", ""pred"": ""blind set"", ""score"": 1.0}, {""gold"": ""venue-specific language"", ""pred"": ""venue-specific language"", ""score"": 1.0}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB067,HeritageVault; museum catalogue notes; provenance gap; conservation risk; digitisation need; loan restriction; research lead,HeritageVault routes museum; HeritageVault routes museum catalogue; conservation risk digitisation; conservation risk digitisation need; digitisation need loan; digitisation need loan restriction; gap conservation risk; gap conservation risk digitisation,7,8,4,0.500000,0.571429,0.533333,0.363636,"[{""gold"": ""conservation risk"", ""pred"": ""gap conservation risk"", ""score"": 0.8947368421052632}, {""gold"": ""digitisation need"", ""pred"": ""digitisation need loan"", ""score"": 0.8717948717948718}, {""gold"": ""HeritageVault"", ""pred"": ""HeritageVault routes museum"", ""score"": 0.6666666666666666}, {""gold"": ""loan restriction"", ""pred"": ""digitisation need loan restriction"", ""score"": 0.64}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB068,curators; condition concern; historical claim; display recommendation,condition concern; descriptive language; display recommendation; historical claim; may contain; one note; Curators; claim,4,8,4,0.500000,1.000000,0.666667,0.500000,"[{""gold"": ""condition concern"", ""pred"": ""condition concern"", ""score"": 1.0}, {""gold"": ""curators"", ""pred"": ""Curators"", ""score"": 1.0}, {""gold"": ""display recommendation"", ""pred"": ""display recommendation"", ""score"": 1.0}, {""gold"": ""historical claim"", ""pred"": ""historical claim"", ""score"": 1.0}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB069,object identifier; material; risk phrase; evidence phrase; workflow route; specialist review,each note extract; each note extract object; evidence phrase workflow; evidence phrase workflow route; extract object identifier; extract object identifier material; identifier material risk; identifier material risk phrase,6,8,3,0.375000,0.500000,0.428571,0.272727,"[{""gold"": ""object identifier"", ""pred"": ""extract object identifier"", ""score"": 0.8095238095238095}, {""gold"": ""evidence phrase"", ""pred"": ""evidence phrase workflow"", ""score"": 0.7692307692307693}, {""gold"": ""workflow route"", ""pred"": ""evidence phrase workflow route"", ""score"": 0.6363636363636364}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB070,item; another piece; provenance evidence,another piece do; confirmed provenance evidence; item resembles another; item resembles another piece; note only says; resembles another piece; resembles another piece do; another piece,3,8,2,0.250000,0.666667,0.363636,0.222222,"[{""gold"": ""another piece"", ""pred"": ""another piece"", ""score"": 1.0}, {""gold"": ""provenance evidence"", ""pred"": ""confirmed provenance evidence"", ""score"": 0.7916666666666666}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB071,trial; catalogue descriptions; digitisation needs; research lead; provenance gap,between research lead; but weak separation; but weak separation between; catalogue descriptions found; catalogue descriptions found strong; descriptions found strong; descriptions found strong detection; digitisation needs but,5,8,3,0.375000,0.600000,0.461538,0.300000,"[{""gold"": ""digitisation needs"", ""pred"": ""digitisation needs but"", ""score"": 0.8947368421052632}, {""gold"": ""catalogue descriptions"", ""pred"": ""catalogue descriptions found"", ""score"": 0.875}, {""gold"": ""research lead"", ""pred"": ""between research lead"", ""score"": 0.7647058823529411}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB072,evaluation; catalogue notes; predictions; curator; gold labels,newly written catalogue; newly written catalogue notes; written catalogue notes; catalogue notes; curator fills; freeze predictions; gold labels; newly written,5,8,4,0.500000,0.800000,0.615385,0.444444,"[{""gold"": ""catalogue notes"", ""pred"": ""catalogue notes"", ""score"": 1.0}, {""gold"": ""gold labels"", ""pred"": ""gold labels"", ""score"": 1.0}, {""gold"": ""predictions"", ""pred"": ""freeze predictions"", ""score"": 0.7407407407407407}, {""gold"": ""curator"", ""pred"": ""curator fills"", ""score"": 0.7368421052631579}]"
