doc_id,title,segment_id,source_doc,source_topic,segment_index,route_question,text,segment_text,role,entities,operative_status,relation,answer_relevance,gold_role,gold_entities,gold_operative_status,gold_relation,gold_answer_relevance,annotation_notes,gold_answer_relevant,answer_relevant,gold_entities_original,entity_canonicalisation_status
TB_DOC_06_fraudsieve_invoice_controls,FraudSieve Invoice Controls,TB033,TB_DOC_06_fraudsieve_invoice_controls,FraudSieve Invoice Controls,3,How should invoice-fraud control notes be extracted into routes?,"The extraction should identify the payment risk, the evidence field, the control that failed, and the next approval gate.","The extraction should identify the payment risk, the evidence field, the control that failed, and the next approval gate.",METHOD,"[""payment risk"", ""evidence field"", ""control"", ""approval gate""]",OPERATIVE,SUPPORTS,RELEVANT,METHOD,approval gate; control; evidence field; payment risk,ACTIVE,supports_retrieval,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""payment risk"", ""evidence field"", ""control"", ""approval gate""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_06_fraudsieve_invoice_controls,FraudSieve Invoice Controls,TB034,TB_DOC_06_fraudsieve_invoice_controls,FraudSieve Invoice Controls,4,How should invoice-fraud control notes be extracted into routes?,"Replace the old duplicate check with a normalized comparison across invoice number, supplier name, gross amount, and purchase-order reference.","Replace the old duplicate check with a normalized comparison across invoice number, supplier name, gross amount, and purchase-order reference.",MODIFY,"[""duplicate check"", ""invoice number"", ""supplier name"", ""gross amount"", ""purchase-order reference""]",OPERATIVE,MODIFIES,RELEVANT,METHOD,duplicate check; gross amount; invoice number; purchase-order reference; supplier name,ACTIVE,maps_to,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""duplicate check"", ""invoice number"", ""supplier name"", ""gross amount"", ""purchase-order reference""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_06_fraudsieve_invoice_controls,FraudSieve Invoice Controls,TB035,TB_DOC_06_fraudsieve_invoice_controls,FraudSieve Invoice Controls,5,How should invoice-fraud control notes be extracted into routes?,A sample of historic alerts showed high precision for exact duplicate invoices but weak recall for slightly altered supplier names.,A sample of historic alerts showed high precision for exact duplicate invoices but weak recall for slightly altered supplier names.,RESULT,"[""historic alerts"", ""precision"", ""duplicate invoices"", ""recall"", ""supplier names""]",NON_OPERATIVE,RESULT_OF,RELEVANT,RESULT,duplicate invoices; historic alerts; precision; recall; supplier names,DESCRIPTIVE,reports_usefulness,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""historic alerts"", ""precision"", ""duplicate invoices"", ""recall"", ""supplier names""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_06_fraudsieve_invoice_controls,FraudSieve Invoice Controls,TB036,TB_DOC_06_fraudsieve_invoice_controls,FraudSieve Invoice Controls,6,How should invoice-fraud control notes be extracted into routes?,The tool should not block payment automatically; it should route the case to a named approver with the evidence attached.,The tool should not block payment automatically; it should route the case to a named approver with the evidence attached.,LIMITATION,"[""tool"", ""payment"", ""case"", ""approver"", ""evidence""]",OPERATIVE,CONSTRAINS,RELEVANT,LIMITATION,approver; case; evidence; payment; tool,ACTIVE,limits,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""tool"", ""payment"", ""case"", ""approver"", ""evidence""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_07_riverwatch_flood_notes,RiverWatch Flood Notes,TB037,TB_DOC_07_riverwatch_flood_notes,RiverWatch Flood Notes,1,How should flood-risk field notes be routed for operational decisions?,"RiverWatch turns field notes about water levels, blocked culverts, pump status, and road closures into flood-response routes.","RiverWatch turns field notes about water levels, blocked culverts, pump status, and road closures into flood-response routes.",DEFINE,"[""RiverWatch"", ""field notes"", ""water levels"", ""blocked culverts"", ""pump status"", ""road closures"", ""flood-response routes""]",OPERATIVE,SUPPORTS,RELEVANT,DEFINE,blocked culverts; field notes; flood-response routes; pump status; RiverWatch; road closures; water levels,ACTIVE,supports_retrieval,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""RiverWatch"", ""field notes"", ""water levels"", ""blocked culverts"", ""pump status"", ""road closures"", ""flood-response routes""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_07_riverwatch_flood_notes,RiverWatch Flood Notes,TB038,TB_DOC_07_riverwatch_flood_notes,RiverWatch Flood Notes,2,How should flood-risk field notes be routed for operational decisions?,"The duty officer receives photos, resident calls, and sensor messages, but only some of them imply a required field deployment.","The duty officer receives photos, resident calls, and sensor messages, but only some of them imply a required field deployment.",BACKGROUND,"[""duty officer"", ""photos"", ""resident calls"", ""sensor messages"", ""field deployment""]",NON_OPERATIVE,CONTEXT,RELEVANT,BACKGROUND,duty officer; field deployment; photos; resident calls; sensor messages,DESCRIPTIVE,sets_context,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""duty officer"", ""photos"", ""resident calls"", ""sensor messages"", ""field deployment""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_07_riverwatch_flood_notes,RiverWatch Flood Notes,TB039,TB_DOC_07_riverwatch_flood_notes,RiverWatch Flood Notes,3,How should flood-risk field notes be routed for operational decisions?,"Classify each note by location, hazard type, confidence, immediate action, and whether another agency must be notified.","Classify each note by location, hazard type, confidence, immediate action, and whether another agency must be notified.",METHOD,"[""location"", ""hazard type"", ""confidence"", ""immediate action"", ""agency notification""]",OPERATIVE,SUPPORTS,RELEVANT,METHOD,agency notification; confidence; hazard type; immediate action; location,ACTIVE,supports_retrieval,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""location"", ""hazard type"", ""confidence"", ""immediate action"", ""agency notification""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_07_riverwatch_flood_notes,RiverWatch Flood Notes,TB040,TB_DOC_07_riverwatch_flood_notes,RiverWatch Flood Notes,4,How should flood-risk field notes be routed for operational decisions?,"If the note reports standing water inside a known test basin after a scheduled drill, suppress the public-road closure route.","If the note reports standing water inside a known test basin after a scheduled drill, suppress the public-road closure route.",EXCEPT,"[""standing water"", ""test basin"", ""scheduled drill"", ""public-road closure route""]",OPERATIVE,EXCEPTS,RELEVANT,LIMITATION,public-road closure route; scheduled drill; standing water; test basin,ACTIVE,limits,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""standing water"", ""test basin"", ""scheduled drill"", ""public-road closure route""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_07_riverwatch_flood_notes,RiverWatch Flood Notes,TB041,TB_DOC_07_riverwatch_flood_notes,RiverWatch Flood Notes,5,How should flood-risk field notes be routed for operational decisions?,"The trial found that blocked culvert reports were routed well, but bridge-depth notes needed a separate severity rule.","The trial found that blocked culvert reports were routed well, but bridge-depth notes needed a separate severity rule.",RESULT,"[""trial"", ""blocked culvert reports"", ""bridge-depth notes"", ""severity rule""]",NON_OPERATIVE,RESULT_OF,RELEVANT,RESULT,blocked culvert reports; bridge-depth notes; severity rule; trial,DESCRIPTIVE,reports_usefulness,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""trial"", ""blocked culvert reports"", ""bridge-depth notes"", ""severity rule""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_07_riverwatch_flood_notes,RiverWatch Flood Notes,TB042,TB_DOC_07_riverwatch_flood_notes,RiverWatch Flood Notes,6,How should flood-risk field notes be routed for operational decisions?,Add a blind review set from the next storm event and score false alarms separately from missed deployments.,Add a blind review set from the next storm event and score false alarms separately from missed deployments.,NEXT_STEP,"[""blind review set"", ""storm event"", ""false alarms"", ""missed deployments""]",OPERATIVE,NEXT_STEP,RELEVANT,NEXT_STEP,blind review set; false alarms; missed deployments; storm event,ACTIVE,proposes_next_test,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""blind review set"", ""storm event"", ""false alarms"", ""missed deployments""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_08_lawbrief_disclosure_tracker,LawBrief Disclosure Tracker,TB043,TB_DOC_08_lawbrief_disclosure_tracker,LawBrief Disclosure Tracker,1,How should legal disclosure notes be routed without overclaiming?,"LawBrief Disclosure Tracker maps litigation notes into evidence request, privilege issue, disclosure deadline, client instruction, or counsel review.","LawBrief Disclosure Tracker maps litigation notes into evidence request, privilege issue, disclosure deadline, client instruction, or counsel review.",DEFINE,"[""LawBrief Disclosure Tracker"", ""litigation notes"", ""evidence request"", ""privilege issue"", ""disclosure deadline"", ""client instruction"", ""counsel review""]",OPERATIVE,SUPPORTS,RELEVANT,DEFINE,client instruction; counsel review; disclosure deadline; evidence request; LawBrief Disclosure Tracker; litigation notes; privilege issue,ACTIVE,supports_retrieval,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""LawBrief Disclosure Tracker"", ""litigation notes"", ""evidence request"", ""privilege issue"", ""disclosure deadline"", ""client instruction"", ""counsel review""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_08_lawbrief_disclosure_tracker,LawBrief Disclosure Tracker,TB044,TB_DOC_08_lawbrief_disclosure_tracker,LawBrief Disclosure Tracker,2,How should legal disclosure notes be routed without overclaiming?,"Case handlers sometimes mix factual evidence, legal advice, and deadline reminders in the same update.","Case handlers sometimes mix factual evidence, legal advice, and deadline reminders in the same update.",BACKGROUND,"[""case handlers"", ""factual evidence"", ""legal advice"", ""deadline reminders""]",NON_OPERATIVE,CONTEXT,RELEVANT,BACKGROUND,case handlers; deadline reminders; factual evidence; legal advice,DESCRIPTIVE,sets_context,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""case handlers"", ""factual evidence"", ""legal advice"", ""deadline reminders""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_08_lawbrief_disclosure_tracker,LawBrief Disclosure Tracker,TB045,TB_DOC_08_lawbrief_disclosure_tracker,LawBrief Disclosure Tracker,3,How should legal disclosure notes be routed without overclaiming?,"The extractor should separate document type, legal sensitivity, deadline, responsible person, and whether the note changes the case route.","The extractor should separate document type, legal sensitivity, deadline, responsible person, and whether the note changes the case route.",METHOD,"[""extractor"", ""document type"", ""legal sensitivity"", ""deadline"", ""responsible person"", ""case route""]",OPERATIVE,SUPPORTS,RELEVANT,METHOD,case route; deadline; document type; extractor; legal sensitivity; responsible person,ACTIVE,supports_retrieval,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""extractor"", ""document type"", ""legal sensitivity"", ""deadline"", ""responsible person"", ""case route""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_08_lawbrief_disclosure_tracker,LawBrief Disclosure Tracker,TB046,TB_DOC_08_lawbrief_disclosure_tracker,LawBrief Disclosure Tracker,4,How should legal disclosure notes be routed without overclaiming?,The system must not decide privilege or waive confidentiality; it can only flag that a qualified reviewer is needed.,The system must not decide privilege or waive confidentiality; it can only flag that a qualified reviewer is needed.,LIMITATION,"[""privilege"", ""confidentiality"", ""qualified reviewer""]",OPERATIVE,CONSTRAINS,RELEVANT,LIMITATION,confidentiality; privilege; qualified reviewer,ACTIVE,limits,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""privilege"", ""confidentiality"", ""qualified reviewer""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_08_lawbrief_disclosure_tracker,LawBrief Disclosure Tracker,TB047,TB_DOC_08_lawbrief_disclosure_tracker,LawBrief Disclosure Tracker,5,How should legal disclosure notes be routed without overclaiming?,"A note saying the client found a contract draft on an old laptop should route to evidence collection, not automatically to privilege review.","A note saying the client found a contract draft on an old laptop should route to evidence collection, not automatically to privilege review.",EXAMPLE,"[""client"", ""contract draft"", ""old laptop"", ""evidence collection"", ""privilege review""]",NON_OPERATIVE,EXEMPLIFIES,RELEVANT,EXAMPLE,client; contract draft; evidence collection; old laptop; privilege review,DESCRIPTIVE,gives_example,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""client"", ""contract draft"", ""old laptop"", ""evidence collection"", ""privilege review""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_08_lawbrief_disclosure_tracker,LawBrief Disclosure Tracker,TB048,TB_DOC_08_lawbrief_disclosure_tracker,LawBrief Disclosure Tracker,6,How should legal disclosure notes be routed without overclaiming?,"Build the blind corpus from new neutral case summaries, not from prior gold examples or training snippets.","Build the blind corpus from new neutral case summaries, not from prior gold examples or training snippets.",NEXT_STEP,"[""blind corpus"", ""case summaries"", ""gold examples"", ""training snippets""]",OPERATIVE,NEXT_STEP,RELEVANT,NEXT_STEP,blind corpus; case summaries; gold examples; training snippets,ACTIVE,proposes_next_test,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""blind corpus"", ""case summaries"", ""gold examples"", ""training snippets""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_09_roboinspect_factory_checks,RoboInspect Factory Checks,TB049,TB_DOC_09_roboinspect_factory_checks,RoboInspect Factory Checks,1,How should factory inspection notes be routed into maintenance decisions?,"RoboInspect routes factory inspection notes into defect type, machine owner, safety class, downtime risk, and repair priority.","RoboInspect routes factory inspection notes into defect type, machine owner, safety class, downtime risk, and repair priority.",DEFINE,"[""RoboInspect"", ""factory inspection notes"", ""defect type"", ""machine owner"", ""safety class"", ""downtime risk"", ""repair priority""]",OPERATIVE,SUPPORTS,RELEVANT,DEFINE,defect type; downtime risk; factory inspection notes; machine owner; repair priority; RoboInspect; safety class,ACTIVE,supports_retrieval,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""RoboInspect"", ""factory inspection notes"", ""defect type"", ""machine owner"", ""safety class"", ""downtime risk"", ""repair priority""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_09_roboinspect_factory_checks,RoboInspect Factory Checks,TB050,TB_DOC_09_roboinspect_factory_checks,RoboInspect Factory Checks,2,How should factory inspection notes be routed into maintenance decisions?,"Operators write short notes during shift change, and the same phrase can mean a cosmetic defect or a safety-critical fault depending on the line.","Operators write short notes during shift change, and the same phrase can mean a cosmetic defect or a safety-critical fault depending on the line.",BACKGROUND,"[""operators"", ""shift change"", ""cosmetic defect"", ""safety-critical fault"", ""line""]",NON_OPERATIVE,CONTEXT,RELEVANT,BACKGROUND,cosmetic defect; line; operators; safety-critical fault; shift change,DESCRIPTIVE,sets_context,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""operators"", ""shift change"", ""cosmetic defect"", ""safety-critical fault"", ""line""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_09_roboinspect_factory_checks,RoboInspect Factory Checks,TB051,TB_DOC_09_roboinspect_factory_checks,RoboInspect Factory Checks,3,How should factory inspection notes be routed into maintenance decisions?,"Each note should be paired with machine ID, station, observed symptom, recurrence, and whether production must stop.","Each note should be paired with machine ID, station, observed symptom, recurrence, and whether production must stop.",METHOD,"[""machine ID"", ""station"", ""observed symptom"", ""recurrence"", ""production stop""]",OPERATIVE,SUPPORTS,RELEVANT,METHOD,machine ID; observed symptom; production stop; recurrence; station,ACTIVE,supports_retrieval,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""machine ID"", ""station"", ""observed symptom"", ""recurrence"", ""production stop""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_09_roboinspect_factory_checks,RoboInspect Factory Checks,TB052,TB_DOC_09_roboinspect_factory_checks,RoboInspect Factory Checks,4,How should factory inspection notes be routed into maintenance decisions?,Add a calibration rule that treats repeated minor vibration notes as escalating risk after the third occurrence in seven days.,Add a calibration rule that treats repeated minor vibration notes as escalating risk after the third occurrence in seven days.,MODIFY,"[""calibration rule"", ""minor vibration notes"", ""escalating risk"", ""third occurrence"", ""seven days""]",OPERATIVE,MODIFIES,RELEVANT,METHOD,calibration rule; escalating risk; minor vibration notes; seven days; third occurrence,ACTIVE,maps_to,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""calibration rule"", ""minor vibration notes"", ""escalating risk"", ""third occurrence"", ""seven days""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_09_roboinspect_factory_checks,RoboInspect Factory Checks,TB053,TB_DOC_09_roboinspect_factory_checks,RoboInspect Factory Checks,5,How should factory inspection notes be routed into maintenance decisions?,The previous review showed that the route classifier overused the downtime label when the note mentioned a spare part.,The previous review showed that the route classifier overused the downtime label when the note mentioned a spare part.,RESULT,"[""review"", ""route classifier"", ""downtime label"", ""spare part""]",NON_OPERATIVE,RESULT_OF,RELEVANT,RESULT,downtime label; review; route classifier; spare part,DESCRIPTIVE,reports_usefulness,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""review"", ""route classifier"", ""downtime label"", ""spare part""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_09_roboinspect_factory_checks,RoboInspect Factory Checks,TB054,TB_DOC_09_roboinspect_factory_checks,RoboInspect Factory Checks,6,How should factory inspection notes be routed into maintenance decisions?,Do not escalate a fault if the note explicitly says the machine is isolated for planned maintenance.,Do not escalate a fault if the note explicitly says the machine is isolated for planned maintenance.,EXCEPT,"[""fault"", ""machine"", ""planned maintenance""]",OPERATIVE,EXCEPTS,RELEVANT,LIMITATION,fault; machine; planned maintenance,ACTIVE,limits,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""fault"", ""machine"", ""planned maintenance""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_10_greenledger_supplier_risk,GreenLedger Supplier Risk,TB055,TB_DOC_10_greenledger_supplier_risk,GreenLedger Supplier Risk,1,How should supplier sustainability notes be routed for audit and action?,"GreenLedger maps supplier notes into carbon evidence, labour-risk concern, certification status, data gap, or remediation action.","GreenLedger maps supplier notes into carbon evidence, labour-risk concern, certification status, data gap, or remediation action.",DEFINE,"[""GreenLedger"", ""supplier notes"", ""carbon evidence"", ""labour-risk concern"", ""certification status"", ""data gap"", ""remediation action""]",OPERATIVE,SUPPORTS,RELEVANT,DEFINE,carbon evidence; certification status; data gap; GreenLedger; labour-risk concern; remediation action; supplier notes,ACTIVE,supports_retrieval,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""GreenLedger"", ""supplier notes"", ""carbon evidence"", ""labour-risk concern"", ""certification status"", ""data gap"", ""remediation action""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_10_greenledger_supplier_risk,GreenLedger Supplier Risk,TB056,TB_DOC_10_greenledger_supplier_risk,GreenLedger Supplier Risk,2,How should supplier sustainability notes be routed for audit and action?,Procurement teams often record a supplier's claim without noting whether the claim has been verified by a document.,Procurement teams often record a supplier's claim without noting whether the claim has been verified by a document.,BACKGROUND,"[""procurement teams"", ""supplier claim"", ""verified document""]",NON_OPERATIVE,CONTEXT,RELEVANT,BACKGROUND,procurement teams; supplier claim; verified document,DESCRIPTIVE,sets_context,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""procurement teams"", ""supplier claim"", ""verified document""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_10_greenledger_supplier_risk,GreenLedger Supplier Risk,TB057,TB_DOC_10_greenledger_supplier_risk,GreenLedger Supplier Risk,3,How should supplier sustainability notes be routed for audit and action?,"Extract the claim, evidence source, verification level, due date, and whether the route requires audit, supplier follow-up, or internal approval.","Extract the claim, evidence source, verification level, due date, and whether the route requires audit, supplier follow-up, or internal approval.",METHOD,"[""claim"", ""evidence source"", ""verification level"", ""due date"", ""audit"", ""supplier follow-up"", ""internal approval""]",OPERATIVE,SUPPORTS,RELEVANT,METHOD,audit; claim; due date; evidence source; internal approval; supplier follow-up; verification level,ACTIVE,supports_retrieval,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""claim"", ""evidence source"", ""verification level"", ""due date"", ""audit"", ""supplier follow-up"", ""internal approval""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_10_greenledger_supplier_risk,GreenLedger Supplier Risk,TB058,TB_DOC_10_greenledger_supplier_risk,GreenLedger Supplier Risk,4,How should supplier sustainability notes be routed for audit and action?,Do not treat a marketing brochure as certification unless a named standard and certificate number are present.,Do not treat a marketing brochure as certification unless a named standard and certificate number are present.,LIMITATION,"[""marketing brochure"", ""certification"", ""standard"", ""certificate number""]",OPERATIVE,CONSTRAINS,RELEVANT,LIMITATION,certificate number; certification; marketing brochure; standard,ACTIVE,limits,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""marketing brochure"", ""certification"", ""standard"", ""certificate number""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_10_greenledger_supplier_risk,GreenLedger Supplier Risk,TB059,TB_DOC_10_greenledger_supplier_risk,GreenLedger Supplier Risk,5,How should supplier sustainability notes be routed for audit and action?,The first pass improved data-gap detection but missed cases where the supplier gave a certificate that had expired.,The first pass improved data-gap detection but missed cases where the supplier gave a certificate that had expired.,RESULT,"[""first pass"", ""data-gap detection"", ""supplier"", ""expired certificate""]",NON_OPERATIVE,RESULT_OF,RELEVANT,RESULT,data-gap detection; expired certificate; first pass; supplier,DESCRIPTIVE,reports_usefulness,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""first pass"", ""data-gap detection"", ""supplier"", ""expired certificate""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_10_greenledger_supplier_risk,GreenLedger Supplier Risk,TB060,TB_DOC_10_greenledger_supplier_risk,GreenLedger Supplier Risk,6,How should supplier sustainability notes be routed for audit and action?,Create a fresh blind batch from suppliers outside the original pilot sectors before changing the production scoring threshold.,Create a fresh blind batch from suppliers outside the original pilot sectors before changing the production scoring threshold.,NEXT_STEP,"[""fresh blind batch"", ""suppliers"", ""pilot sectors"", ""production scoring threshold""]",OPERATIVE,NEXT_STEP,RELEVANT,NEXT_STEP,fresh blind batch; pilot sectors; production scoring threshold; suppliers,ACTIVE,proposes_next_test,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""fresh blind batch"", ""suppliers"", ""pilot sectors"", ""production scoring threshold""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_11_eventmesh_incident_queue,EventMesh Incident Queue,TB061,TB_DOC_11_eventmesh_incident_queue,EventMesh Incident Queue,1,How should live-event incident notes be routed during operations?,"EventMesh routes live-event incident notes into crowd flow, medical support, access control, technical fault, or steward deployment.","EventMesh routes live-event incident notes into crowd flow, medical support, access control, technical fault, or steward deployment.",DEFINE,"[""EventMesh"", ""live-event incident notes"", ""crowd flow"", ""medical support"", ""access control"", ""technical fault"", ""steward deployment""]",OPERATIVE,SUPPORTS,RELEVANT,DEFINE,access control; crowd flow; EventMesh; live-event incident notes; medical support; steward deployment; technical fault,ACTIVE,supports_retrieval,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""EventMesh"", ""live-event incident notes"", ""crowd flow"", ""medical support"", ""access control"", ""technical fault"", ""steward deployment""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_11_eventmesh_incident_queue,EventMesh Incident Queue,TB062,TB_DOC_11_eventmesh_incident_queue,EventMesh Incident Queue,2,How should live-event incident notes be routed during operations?,"During a busy event, radio messages are brief and often omit whether the issue is already handled or still needs action.","During a busy event, radio messages are brief and often omit whether the issue is already handled or still needs action.",BACKGROUND,"[""busy event"", ""radio messages"", ""issue"", ""action""]",NON_OPERATIVE,CONTEXT,RELEVANT,BACKGROUND,action; busy event; issue; radio messages,DESCRIPTIVE,sets_context,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""busy event"", ""radio messages"", ""issue"", ""action""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_11_eventmesh_incident_queue,EventMesh Incident Queue,TB063,TB_DOC_11_eventmesh_incident_queue,EventMesh Incident Queue,3,How should live-event incident notes be routed during operations?,"The route should extract zone, incident type, urgency, current owner, and whether the note closes or opens an incident.","The route should extract zone, incident type, urgency, current owner, and whether the note closes or opens an incident.",METHOD,"[""zone"", ""incident type"", ""urgency"", ""current owner"", ""incident""]",OPERATIVE,SUPPORTS,RELEVANT,METHOD,current owner; incident; incident type; urgency; zone,ACTIVE,supports_retrieval,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""zone"", ""incident type"", ""urgency"", ""current owner"", ""incident""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_11_eventmesh_incident_queue,EventMesh Incident Queue,TB064,TB_DOC_11_eventmesh_incident_queue,EventMesh Incident Queue,4,How should live-event incident notes be routed during operations?,A note saying Gate C scanner offline with queue building should route to both technical fault and crowd-flow monitoring.,A note saying Gate C scanner offline with queue building should route to both technical fault and crowd-flow monitoring.,EXAMPLE,"[""Gate C"", ""scanner"", ""queue"", ""technical fault"", ""crowd-flow monitoring""]",NON_OPERATIVE,EXEMPLIFIES,RELEVANT,EXAMPLE,crowd-flow monitoring; Gate C; queue; scanner; technical fault,DESCRIPTIVE,gives_example,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""Gate C"", ""scanner"", ""queue"", ""technical fault"", ""crowd-flow monitoring""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_11_eventmesh_incident_queue,EventMesh Incident Queue,TB065,TB_DOC_11_eventmesh_incident_queue,EventMesh Incident Queue,5,How should live-event incident notes be routed during operations?,The system must not down-rank a medical note because the text is short; medical keywords should preserve priority until reviewed.,The system must not down-rank a medical note because the text is short; medical keywords should preserve priority until reviewed.,LIMITATION,"[""medical note"", ""medical keywords"", ""priority"", ""review""]",OPERATIVE,CONSTRAINS,RELEVANT,LIMITATION,medical keywords; medical note; priority; review,ACTIVE,limits,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""medical note"", ""medical keywords"", ""priority"", ""review""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
